0105903011;Vitoria-Gasteiz;sección;03011;;;;;;;;;;;;;;
0105903012;Vitoria-Gasteiz;sección;03012;;;;;;;;;;;;;;
0105903013;Vitoria-Gasteiz;sección;03013;;;;;;;;;;;;;;
0105903014;Vitoria-Gasteiz;sección;03014;;;;;;;;;;;;;;
0105903015;Vitoria-Gasteiz;sección;03015;;;;;;;;;;;;;;
0105903016;Vitoria-Gasteiz;sección;03016;;;;;;;;;;;;;;
0105903017;Vitoria-Gasteiz;sección;03017;;;;;;;;;;;;;;
0105903018;Vitoria-Gasteiz;sección;03018;;;;;;;;;;;;;;
0105903019;Vitoria-Gasteiz;sección;03019;;;;;;;;;;;;;;
0105903020;Vitoria-Gasteiz;sección;03020;;;;;;;;;;;;;;
0105903021;Vitoria-Gasteiz;sección;03021;;;;;;;;;;;;;;
0105903022;Vitoria-Gasteiz;sección;03022;;;;;;;;;;;;;;
0105903023;Vitoria-Gasteiz;sección;03023;;;;;;;;;;;;;;
0105903025;Vitoria-Gasteiz;sección;03025;;;;;;;;;;;;;;
0105903026;Vitoria-Gasteiz;sección;03026;;;;;;;;;;;;;;
0105903027;Vitoria-Gasteiz;sección;03027;;;;;;;;;;;;;;
0105903028;Vitoria-Gasteiz;sección;03028;;;;;;;;;;;;;;
0105903029;Vitoria-Gasteiz;sección;03029;;;;;;;;;;;;;;
0105903030;Vitoria-Gasteiz;sección;03030;;;;;;;;;;;;;;
0105903031;Vitoria-Gasteiz;sección;03031;;;;;;;;;;;;;;
0105903032;Vitoria-Gasteiz;sección;03032;;;;;;;;;;;;;;
0105903034;Vitoria-Gasteiz;sección;03034;;;;;;;;;;;;;;
0105903035;Vitoria-Gasteiz;sección;03035;;;;;;;;;;;;;;
0105903036;Vitoria-Gasteiz;sección;03036;;;;;;;;;;;;;;
0105903037;Vitoria-Gasteiz;sección;03037;;;;;;;;;;;;;;
0105903038;Vitoria-Gasteiz;sección;03038;;;;;;;;;;;;;;
0105903039;Vitoria-Gasteiz;sección;03039;;;;;;;;;;;;;;
0105903040;Vitoria-Gasteiz;sección;03040;;;;;;;;;;;;;;
0105903041;Vitoria-Gasteiz;sección;03041;;;;;;;;;;;;;;
0105903042;Vitoria-Gasteiz;sección;03042;;;;;;;;;;;;;;
0105904;Vitoria-Gasteiz;distrito;04;;;;;;;;;;;;;;
0105904001;Vitoria-Gasteiz;sección;04001;;;;;;;;;;;;;;
0105904002;Vitoria-Gasteiz;sección;04002;;;;;;;;;;;;;;
0105904004;Vitoria-Gasteiz;sección;04004;;;;;;;;;;;;;;
0105904005;Vitoria-Gasteiz;sección;04005;;;;;;;;;;;;;;
0105904006;Vitoria-Gasteiz;sección;04006;;;;;;;;;;;;;;
0105904007;Vitoria-Gasteiz;sección;04007;;;;;;;;;;;;;;
0105904008;Vitoria-Gasteiz;sección;04008;;;;;;;;;;;;;;
0105904009;Vitoria-Gasteiz;sección;04009;;;;;;;;;;;;;;
0105904010;Vitoria-Gasteiz;sección;04010;;;;;;;;;;;;;;
0105904012;Vitoria-Gasteiz;sección;04012;;;;;;;;;;;;;;
0105904014;Vitoria-Gasteiz;sección;04014;;;;;;;;;;;;;;
0105904015;Vitoria-Gasteiz;sección;04015;;;;;;;;;;;;;;
0105904016;Vitoria-Gasteiz;sección;04016;;;;;;;;;;;;;;
0105904017;Vitoria-Gasteiz;sección;04017;;;;;;;;;;;;;;
0105904018;Vitoria-Gasteiz;sección;04018;;;;;;;;;;;;;;
0105904019;Vitoria-Gasteiz;sección;04019;;;;;;;;;;;;;;
0105904020;Vitoria-Gasteiz;sección;04020;;;;;;;;;;;;;;
0105904021;Vitoria-Gasteiz;sección;04021;;;;;;;;;;;;;;
0105904022;Vitoria-Gasteiz;sección;04022;;;;;;;;;;;;;;
0105904023;Vitoria-Gasteiz;sección;04023;;;;;;;;;;;;;;
0105904024;Vitoria-Gasteiz;sección;04024;;;;;;;;;;;;;;
0105904025;Vitoria-Gasteiz;sección;04025;;;;;;;;;;;;;;
0105904026;Vitoria-Gasteiz;sección;04026;;;;;;;;;;;;;;
0105904027;Vitoria-Gasteiz;sección;04027;;;;;;;;;;;;;;
0105904028;Vitoria-Gasteiz;sección;04028;;;;;;;;;;;;;;
0105904029;Vitoria-Gasteiz;sección;04029;;;;;;;;;;;;;;
0105904031;Vitoria-Gasteiz;sección;04031;;;;;;;;;;;;;;
0105904032;Vitoria-Gasteiz;sección;04032;;;;;;;;;;;;;;
0105905;Vitoria-Gasteiz;distrito;05;;;;;;;;;;;;;;
0105905001;Vitoria-Gasteiz;sección;05001;;;;;;;;;;;;;;
0105905002;Vitoria-Gasteiz;sección;05002;;;;;;;;;;;;;;
0105905003;Vitoria-Gasteiz;sección;05003;;;;;;;;;;;;;;
0105905004;Vitoria-Gasteiz;sección;05004;;;;;;;;;;;;;;
0105905005;Vitoria-Gasteiz;sección;05005;;;;;;;;;;;;;;
0105905006;Vitoria-Gasteiz;sección;05006;;;;;;;;;;;;;;
0105905007;Vitoria-Gasteiz;sección;05007;;;;;;;;;;;;;;
0105905008;Vitoria-Gasteiz;sección;05008;;;;;;;;;;;;;;
0105905009;Vitoria-Gasteiz;sección;05009;;;;;;;;;;;;;;
0105905010;Vitoria-Gasteiz;sección;05010;;;;;;;;;;;;;;
0105905011;Vitoria-Gasteiz;sección;05011;;;;;;;;;;;;;;
0105905012;Vitoria-Gasteiz;sección;05012;;;;;;;;;;;;;;
0105905013;Vitoria-Gasteiz;sección;05013;;;;;;;;;;;;;;
0105905014;Vitoria-Gasteiz;sección;05014;;;;;;;;;;;;;;
0105905015;Vitoria-Gasteiz;sección;05015;;;;;;;;;;;;;;
0105905016;Vitoria-Gasteiz;sección;05016;;;;;;;;;;;;;;
0105905017;Vitoria-Gasteiz;sección;05017;;;;;;;;;;;;;;
0105905018;Vitoria-Gasteiz;sección;05018;;;;;;;;;;;;;;
0105905019;Vitoria-Gasteiz;sección;05019;;;;;;;;;;;;;;
0105905020;Vitoria-Gasteiz;sección;05020;;;;;;;;;;;;;;
0105905021;Vitoria-Gasteiz;sección;05021;;;;;;;;;;;;;;
0105905022;Vitoria-Gasteiz;sección;05022;;;;;;;;;;;;;;
0105905023;Vitoria-Gasteiz;sección;05023;;;;;;;;;;;;;;
0105905025;Vitoria-Gasteiz;sección;05025;;;;;;;;;;;;;;
0105905026;Vitoria-Gasteiz;sección;05026;;;;;;;;;;;;;;
0105905027;Vitoria-Gasteiz;sección;05027;;;;;;;;;;;;;;
0105905028;Vitoria-Gasteiz;sección;05028;;;;;;;;;;;;;;
0105905029;Vitoria-Gasteiz;sección;05029;;;;;;;;;;;;;;
0105905030;Vitoria-Gasteiz;sección;05030;;;;;;;;;;;;;;
0105905031;Vitoria-Gasteiz;sección;05031;;;;;;;;;;;;;;
0105905032;Vitoria-Gasteiz;sección;05032;;;;;;;;;;;;;;
0105905033;Vitoria-Gasteiz;sección;05033;;;;;;;;;;;;;;
0105905034;Vitoria-Gasteiz;sección;05034;;;;;;;;;;;;;;
0105905035;Vitoria-Gasteiz;sección;05035;;;;;;;;;;;;;;
0105905036;Vitoria-Gasteiz;sección;05036;;;;;;;;;;;;;;
0105905037;Vitoria-Gasteiz;sección;05037;;;;;;;;;;;;;;
0105905038;Vitoria-Gasteiz;sección;05038;;;;;;;;;;;;;;
0105906;Vitoria-Gasteiz;distrito;06;;;;;;;;;;;;;;
0105906001;Vitoria-Gasteiz;sección;06001;;;;;;;;;;;;;;
0105906002;Vitoria-Gasteiz;sección;06002;;;;;;;;;;;;;;
0105906003;Vitoria-Gasteiz;sección;06003;;;;;;;;;;;;;;
01060;Yécora/Iekora;12.297;11.582;30.205;28.620;;;;;;
0106001;Yécora/Iekora;distrito;01;;;;;;;;;;;;;;
0106001001;Yécora/Iekora;sección;01001;;;;;;;;;;;;;;
01061;Zalduondo;17.959;16.509;41.112;37.395;;;;;;
0106101;Zalduondo;distrito;01;;;;;;;;;;;;;;
0106101001;Zalduondo;sección;01001;;;;;;;;;;;;;;
01062;Zambrana;13.591;12.800;31.993;30.689;;;;;;
0106201;Zambrana;distrito;01;;;;;;;;;;;;;;
0106201001;Zambrana;sección;01001;;;;;;;;;;;;;;
01063;Zuia;16.474;16.530;43.594;44.349;;;;;;
0106301;Zuia;distrito;01;;;;;;;;;;;;;;
0106301001;Zuia;sección;01001;;;;;;;;;;;;;;
01901;Iruña;Oka/Iruña;de;Oca;13.394;12.867;34.892;33.979;;;;;;
0190101;Iruña;Oka/Iruña;de;Oca;distrito;01;;;;;;;;;;;;;;
0190101001;Iruña;Oka/Iruña;de;Oca;sección;01001;;;;;;;;;;;;;;
0190101002;Iruña;Oka/Iruña;de;Oca;sección;01002;;;;;;;;;;;;;;
01902;Lantarón;13.067;11.910;32.868;30.218;;;;;;
0190201;Lantarón;distrito;01;;;;;;;;;;;;;;
0190201001;Lantarón;sección;01001;;;;;;;;;;;;;;
02001;Abengibre;9.690;9.290;23.206;22.345;;;;;;
0200101;Abengibre;distrito;01;9.690;9.290;23.206;22.345;;;;;;
0200101001;Abengibre;sección;01001;9.690;9.290;23.206;22.345;;;;;;
02002;Alatoz;8.008;7.880;18.223;17.940;;;;;;
0200201;Alatoz;distrito;01;8.008;7.880;18.223;17.940;;;;;;
0200201001;Alatoz;sección;01001;8.008;7.880;18.223;17.940;;;;;;
02003;Albacete;10.795;10.518;29.160;28.505;;;;;;
0200301;Albacete;distrito;01;12.465;12.153;32.232;31.472;;;;;;
0200301001;Albacete;sección;01001;15.327;14.678;39.215;38.198;;;;;;
0200301002;Albacete;sección;01002;14.450;14.414;37.751;37.436;;;;;;
0200301003;Albacete;sección;01003;16.101;15.332;40.921;39.645;;;;;;
0200301004;Albacete;sección;01004;17.526;17.235;42.442;41.386;;;;;;
0200301005;Albacete;sección;01005;14.507;13.894;33.683;33.337;;;;;;
0200301006;Albacete;sección;01006;10.620;10.265;27.722;26.737;;;;;;
0200301007;Albacete;sección;01007;13.500;13.715;35.189;34.962;;;;;;
0200301008;Albacete;sección;01008;11.896;11.423;28.707;28.182;;;;;;
0200301009;Albacete;sección;01009;13.390;13.136;33.092;32.943;;;;;;
