SeccionCensal;F-of-M
4614401001;23,95Ê%
0105903028;23,95Ê%
2703001003;23,95Ê%
0308901010;23,95Ê%
3303501011;23,95Ê%
0301201001;23,96Ê%
2309101001;23,96Ê%
5029703064;23,96Ê%
1503005002;23,96Ê%
2004502006;23,96Ê%
2800704008;23,96Ê%
3120901001;23,96Ê%
4109102019;23,96Ê%
0990401001;23,96Ê%
2705702001;23,96Ê%
3303401004;23,96Ê%
2901501007;23,96Ê%
4409001001;23,96Ê%
1303404013;23,96Ê%
3304411010;23,96Ê%
1614901001;23,96Ê%
3731601001;23,96Ê%
3301104003;23,96Ê%
0301407009;23,96Ê%
1302803002;23,96Ê%
4109111013;23,97Ê%
0203801001;23,97Ê%
3120103021;23,97Ê%
2906702010;23,97Ê%
3303102004;23,97Ê%
4622401001;23,97Ê%
3727404012;23,97Ê%
3601701003;23,97Ê%
1102305002;23,97Ê%
4718604029;23,97Ê%
2211001001;23,97Ê%
0400801001;23,97Ê%
1601801001;23,97Ê%
2806503015;23,97Ê%
3733501001;23,97Ê%
3908101001;23,97Ê%
4109101030;23,97Ê%
4109109033;23,97Ê%
3901602002;23,97Ê%
1309201001;23,97Ê%
4109109046;23,97Ê%
2807908137;23,97Ê%
1102006016;23,98Ê%
4621303003;23,98Ê%
3702501001;23,98Ê%
2807915162;23,98Ê%
3902101001;23,98Ê%
4802006008;23,98Ê%
0924601001;23,98Ê%
0905905022;23,98Ê%
3304401008;23,98Ê%
2224801001;23,98Ê%
4109501006;23,98Ê%
2807910014;23,98Ê%
4109106017;23,98Ê%
3207901001;23,98Ê%
2903701001;23,98Ê%
4911501001;23,98Ê%
4910301001;23,98Ê%
3907504004;23,98Ê%
1405502005;23,98Ê%
0905905034;23,98Ê%
0818703026;23,98Ê%
0400201001;23,98Ê%
1308501004;23,99Ê%
4616901030;23,99Ê%
3120103011;23,99Ê%
3419901001;23,99Ê%
3302401010;23,99Ê%
1713801001;23,99Ê%
1101209002;23,99Ê%
1812401001;23,99Ê%
2807405002;23,99Ê%
3733001001;23,99Ê%
2807921029;23,99Ê%
2006907002;23,99Ê%
1502301001;23,99Ê%
3907502006;23,99Ê%
3120104005;23,99Ê%
0512801001;23,99Ê%
3204801001;23,99Ê%
5029709021;23,99Ê%
2807908155;23,99Ê%
2608903020;23,99Ê%
0905902003;23,99Ê%
4513501001;23,99Ê%
3303103001;23,99Ê%
3605903002;23,99Ê%
4423701001;23,99Ê%
1804301001;23,99Ê%
2301801001;23,99Ê%
1102006031;23,99Ê%
3003002060;23,99Ê%
0405304001;23,99Ê%
1004902001;23,99Ê%
2807904075;24,00Ê%
2807908044;24,00Ê%
2702807001;24,00Ê%
0818001009;24,00Ê%
3120107021;24,00Ê%
2890301010;24,00Ê%
2003004004;24,00Ê%
3907508027;24,00Ê%
2807905037;24,00Ê%
0105904022;24,00Ê%
5029710073;24,00Ê%
2517601001;24,00Ê%
0407301001;24,00Ê%
4718611014;24,00Ê%
2308801002;24,00Ê%
4309101001;24,00Ê%
2414203002;24,00Ê%
5029706035;24,00Ê%
1508503001;24,00Ê%
2800702021;24,00Ê%
0500801001;24,00Ê%
4922201001;24,00Ê%
4108801001;24,00Ê%
5029704033;24,00Ê%
2005502004;24,00Ê%
1508601005;24,00Ê%
3501602029;24,01Ê%
0703602006;24,01Ê%
4802007013;24,01Ê%
0504703003;24,01Ê%
3306001004;24,01Ê%
0810106010;24,01Ê%
2808002014;24,01Ê%
1611202001;24,01Ê%
3501601001;24,01Ê%
2807903096;24,01Ê%
2812301003;24,01Ê%
1500801001;24,01Ê%
1200801001;24,01Ê%
3304414003;24,01Ê%
2701801002;24,01Ê%
2807909035;24,01Ê%
1300201002;24,01Ê%
2408903001;24,01Ê%
2807914090;24,01Ê%
4718604001;24,01Ê%
4421602002;24,01Ê%
4103201001;24,01Ê%
4110001001;24,02Ê%
3412601001;24,02Ê%
3304416001;24,02Ê%
0501401002;24,02Ê%
2006701013;24,02Ê%
2300203001;24,02Ê%
3120104008;24,02Ê%
2812701026;24,02Ê%
1102006037;24,02Ê%
4612101001;24,02Ê%
2007102002;24,02Ê%
3300401016;24,02Ê%
3400601001;24,02Ê%
5029704012;24,02Ê%
3727404004;24,02Ê%
4912101001;24,02Ê%
0606101001;24,03Ê%
1817301001;24,03Ê%
2804001001;24,03Ê%
1102701030;24,03Ê%
3001201009;24,03Ê%
5029702025;24,03Ê%
4718611031;24,03Ê%
2408905009;24,03Ê%
5023001001;24,03Ê%
2618301001;24,03Ê%
3303402001;24,03Ê%
1100602004;24,03Ê%
5009501005;24,03Ê%
0203101001;24,03Ê%
2814401002;24,03Ê%
3733801001;24,03Ê%
2701901004;24,03Ê%
2807911031;24,03Ê%
1508402001;24,03Ê%
3601801001;24,03Ê%
2807916018;24,03Ê%
1601701001;24,03Ê%
4516901001;24,03Ê%
4408001001;24,03Ê%
1103203006;24,03Ê%
2005501003;24,04Ê%
4718605002;24,04Ê%
4012301001;24,04Ê%
0207202001;24,04Ê%
5006702004;24,04Ê%
0303601001;24,04Ê%
4618403005;24,04Ê%
4716101002;24,04Ê%
3707801001;24,04Ê%
3908301001;24,04Ê%
0105901034;24,04Ê%
2005503002;24,04Ê%
2701401003;24,04Ê%
3727401001;24,04Ê%
4021401001;24,04Ê%
4103805009;24,04Ê%
1503601002;24,04Ê%
3727406013;24,04Ê%
3412003002;24,04Ê%
2512008001;24,04Ê%
0801509010;24,05Ê%
4515001001;24,05Ê%
1307901001;24,05Ê%
0501902002;24,05Ê%
4927502016;24,05Ê%
1018501001;24,05Ê%
4004601001;24,05Ê%
3727405001;24,05Ê%
0807801001;24,05Ê%
0501905001;24,05Ê%
2807910117;24,05Ê%
4718610043;24,05Ê%
1808702024;24,05Ê%
1607803002;24,05Ê%
0812403014;24,05Ê%
0608304001;24,05Ê%
3120501001;24,05Ê%
1807001001;24,05Ê%
4711701001;24,05Ê%
1814001004;24,05Ê%
4012501001;24,05Ê%
0905905041;24,05Ê%
4103301002;24,05Ê%
0945101001;24,05Ê%
3907502012;24,05Ê%
3802303022;24,05Ê%
3203601001;24,05Ê%
3304501003;24,06Ê%
4625009036;24,06Ê%
1102402002;24,06Ê%
0601510033;24,06Ê%
3120103002;24,06Ê%
4625005017;24,06Ê%
2005503001;24,06Ê%
4720701001;24,06Ê%
2807912006;24,06Ê%
4917101001;24,06Ê%
4507201001;24,06Ê%
3302101004;24,06Ê%
4012101001;24,06Ê%
2807401026;24,06Ê%
1805301001;24,06Ê%
3302409006;24,06Ê%
0905909008;24,06Ê%
4718610004;24,06Ê%
2411401002;24,06Ê%
0816601002;24,06Ê%
3907508019;24,06Ê%
3302409015;24,06Ê%
2807914093;24,06Ê%
0612501001;24,06Ê%
0200301007;24,06Ê%
2814401003;24,06Ê%
3302409002;24,07Ê%
3302401012;24,07Ê%
4624404008;24,07Ê%
4604601001;24,07Ê%
2811502008;24,07Ê%
3120102007;24,07Ê%
3903301001;24,07Ê%
3727402016;24,07Ê%
0200101001;24,07Ê%
4214401001;24,07Ê%
2512003005;24,07Ê%
2813401049;24,07Ê%
4625009042;24,07Ê%
3719801001;24,07Ê%
1618901001;24,07Ê%
1505802012;24,07Ê%
0939101001;24,07Ê%
1504302001;24,07Ê%
1501901019;24,08Ê%
1101201006;24,08Ê%
4312302003;24,08Ê%
2807908043;24,08Ê%
2206201001;24,08Ê%
2006903010;24,08Ê%
4109110028;24,08Ê%
2512501001;24,08Ê%
2421801001;24,08Ê%
1505402002;24,08Ê%
2806504028;24,08Ê%
0616001002;24,08Ê%
3600102001;24,08Ê%
3727403004;24,08Ê%
1308901001;24,08Ê%
1607803007;24,08Ê%
2402901001;24,08Ê%
0501906009;24,08Ê%
3302401016;24,08Ê%
3490101001;24,09Ê%
1100402015;24,09Ê%
2511801001;24,09Ê%
4205601001;24,09Ê%
3412004009;24,09Ê%
0105903009;24,09Ê%
1001501001;24,09Ê%
0820502011;24,09Ê%
4212901001;24,09Ê%
0890101001;24,09Ê%
3206101001;24,09Ê%
0810106018;24,09Ê%
2807917086;24,09Ê%
2807910090;24,09Ê%
1305001001;24,09Ê%
3122501001;24,09Ê%
4618402005;24,09Ê%
2613901001;24,09Ê%
3002402019;24,09Ê%
3401001001;24,09Ê%
2101002005;24,09Ê%
3304407003;24,09Ê%
4211901001;24,10Ê%
3907506013;24,10Ê%
2411505005;24,10Ê%
4019406005;24,10Ê%
4718604036;24,10Ê%
3302408006;24,10Ê%
3003003012;24,10Ê%
2908402009;24,10Ê%
3302401029;24,10Ê%
2208901001;24,10Ê%
3302407017;24,10Ê%
2408904009;24,10Ê%
1407402001;24,10Ê%
3302403015;24,10Ê%
3901601007;24,10Ê%
1808707011;24,10Ê%
1504302002;24,10Ê%
2408902009;24,10Ê%
5029702045;24,10Ê%
3303105004;24,10Ê%
1719401001;24,10Ê%
3907502017;24,10Ê%
1624902001;24,10Ê%
1707905001;24,10Ê%
2813001018;24,11Ê%
3120106013;24,11Ê%
4625008033;24,11Ê%
3003001036;24,11Ê%
1309303001;24,11Ê%
1407402002;24,11Ê%
2812701007;24,11Ê%
3300401068;24,11Ê%
2101201001;24,11Ê%
2811201001;24,11Ê%
0405501001;24,11Ê%
1213401001;24,11Ê%
1404902004;24,11Ê%
2811501023;24,11Ê%
2221401001;24,11Ê%
0105905016;24,11Ê%
4109109010;24,11Ê%
1307103011;24,11Ê%
3120102005;24,11Ê%
1913001009;24,11Ê%
1204003012;24,11Ê%
0905905016;24,11Ê%
1606001001;24,11Ê%
2223001001;24,12Ê%
2807908096;24,12Ê%
0827701001;24,12Ê%
5023201001;24,12Ê%
4926001001;24,12Ê%
2807907125;24,12Ê%
2225201001;24,12Ê%
0921801001;24,12Ê%
4106801001;24,12Ê%
3727404023;24,12Ê%
0501906014;24,12Ê%
1502201004;24,12Ê%
2411901001;24,12Ê%
1804501001;24,12Ê%
2814801019;24,12Ê%
3733901001;24,13Ê%
4625016024;24,13Ê%
3001603018;24,13Ê%
1909601001;24,13Ê%
2807913140;24,13Ê%
4516807012;24,13Ê%
2309601003;24,13Ê%
0824401004;24,13Ê%
2006904002;24,13Ê%
2807914074;24,13Ê%
5001101001;24,13Ê%
3906501001;24,13Ê%
3302408011;24,13Ê%
2813001015;24,13Ê%
2408903019;24,13Ê%
0820501013;24,13Ê%
1802001001;24,13Ê%
1508801003;24,13Ê%
2705101005;24,13Ê%
2812701031;24,13Ê%
0818704008;24,13Ê%
2809203021;24,13Ê%
4411401001;24,13Ê%
5029705007;24,13Ê%
4925002001;24,14Ê%
3190101009;24,14Ê%
3301103002;24,14Ê%
0105901013;24,14Ê%
5029704042;24,14Ê%
1918301001;24,14Ê%
0403001001;24,14Ê%
2007401005;24,14Ê%
3304301001;24,14Ê%
3727404016;24,14Ê%
4902301001;24,14Ê%
0208001001;24,14Ê%
0905905037;24,14Ê%
2909101001;24,14Ê%
1604202001;24,14Ê%
1503007029;24,14Ê%
4109108006;24,14Ê%
3300203003;24,14Ê%
2812701017;24,14Ê%
3727404005;24,14Ê%
1102002023;24,14Ê%
0605901003;24,14Ê%
0813001001;24,14Ê%
3727406009;24,14Ê%
1309201002;24,14Ê%
2090201005;24,14Ê%
2807904078;24,14Ê%
1307901002;24,14Ê%
2906707088;24,15Ê%
0312203004;24,15Ê%
3727405014;24,15Ê%
2807909078;24,15Ê%
3412007013;24,15Ê%
3412004002;24,15Ê%
5025301001;24,15Ê%
1204801001;24,15Ê%
3907001001;24,15Ê%
4625001009;24,15Ê%
1403502001;24,15Ê%
4610601003;24,15Ê%
3901501001;24,15Ê%
0201901003;24,15Ê%
4625008036;24,15Ê%
0604301001;24,15Ê%
3301601012;24,15Ê%
2807910072;24,15Ê%
3690201003;24,15Ê%
0612502001;24,15Ê%
2006902004;24,15Ê%
3302408009;24,15Ê%
0801908043;24,15Ê%
2591301001;24,15Ê%
2800702017;24,15Ê%
4718602012;24,15Ê%
0605301001;24,15Ê%
5029704045;24,15Ê%
2512003004;24,16Ê%
4718603002;24,16Ê%
1505201002;24,16Ê%
3704603003;24,16Ê%
3412301001;24,16Ê%
3002701030;24,16Ê%
1011202001;24,16Ê%
2806201001;24,16Ê%
2806101008;24,16Ê%
2202001001;24,16Ê%
1402904001;24,16Ê%
0821903002;24,16Ê%
0313901001;24,16Ê%
2513801001;24,16Ê%
2212901001;24,16Ê%
0310404002;24,16Ê%
2307304001;24,16Ê%
2300302001;24,16Ê%
3303201008;24,16Ê%
3727401009;24,16Ê%
2005504002;24,16Ê%
1900701001;24,16Ê%
1102004009;24,17Ê%
4927505007;24,17Ê%
1103103002;24,17Ê%
2807904076;24,17Ê%
1013201001;24,17Ê%
4511002001;24,17Ê%
0823001006;24,17Ê%
0519601001;24,17Ê%
2508901001;24,17Ê%
2501001001;24,17Ê%
1103106021;24,17Ê%
4109301010;24,17Ê%
3727402013;24,17Ê%
0941002001;24,17Ê%
0828001001;24,17Ê%
1102704001;24,17Ê%
3727402004;24,17Ê%
5029707001;24,17Ê%
0603601001;24,17Ê%
2807908132;24,17Ê%
1003704007;24,17Ê%
2907901003;24,17Ê%
1814101001;24,18Ê%
2204401001;24,18Ê%
2702101002;24,18Ê%
2408902005;24,18Ê%
0301403029;24,18Ê%
1007001001;24,18Ê%
0207701001;24,18Ê%
4808001003;24,18Ê%
4518501001;24,18Ê%
1501401002;24,18Ê%
2305004010;24,18Ê%
4625009035;24,18Ê%
5029703077;24,18Ê%
3412004004;24,18Ê%
3200801002;24,18Ê%
2807913182;24,18Ê%
2305001006;24,18Ê%
4625013010;24,18Ê%
0610401001;24,18Ê%
1003701009;24,18Ê%
4801306001;24,18Ê%
3304407008;24,18Ê%
0610501001;24,18Ê%
2212506003;24,18Ê%
4502601001;24,18Ê%
3704401001;24,19Ê%
3307501001;24,19Ê%
0390201008;24,19Ê%
4718608020;24,19Ê%
5029702026;24,19Ê%
4927504001;24,19Ê%
0506601001;24,19Ê%
1004001001;24,19Ê%
0313201001;24,19Ê%
0312203008;24,19Ê%
0916801001;24,19Ê%
4802006027;24,19Ê%
3307401003;24,19Ê%
2408902008;24,19Ê%
1506101003;24,19Ê%
0301001001;24,19Ê%
4109103037;24,19Ê%
1800701001;24,19Ê%
0905905006;24,19Ê%
3116001001;24,19Ê%
2800702004;24,19Ê%
1204004012;24,19Ê%
3302404007;24,19Ê%
3307001003;24,19Ê%
1610001001;24,19Ê%
4607101001;24,19Ê%
1100402014;24,19Ê%
1015101001;24,20Ê%
1804901001;24,20Ê%
0811404001;24,20Ê%
1004501001;24,20Ê%
3302401023;24,20Ê%
1508601001;24,20Ê%
3303401006;24,20Ê%
2807917070;24,20Ê%
2817201004;24,20Ê%
2309601002;24,20Ê%
2807910218;24,20Ê%
4923401001;24,20Ê%
5023002001;24,20Ê%
5029703047;24,20Ê%
2807907134;24,20Ê%
2807914016;24,20Ê%
4718608004;24,20Ê%
1014801005;24,20Ê%
4505901002;24,20Ê%
3302401017;24,20Ê%
1405604002;24,20Ê%
3412005003;24,20Ê%
2906710051;24,20Ê%
4804403002;24,20Ê%
1912101001;24,20Ê%
3201902002;24,20Ê%
1813502001;24,20Ê%
1809601001;24,20Ê%
2805805004;24,20Ê%
4109107035;24,21Ê%
2007402001;24,21Ê%
2608904019;24,21Ê%
0905909020;24,21Ê%
1609201001;24,21Ê%
2411502014;24,21Ê%
4109109008;24,21Ê%
0312203009;24,21Ê%
0607002002;24,21Ê%
0105901039;24,21Ê%
0603302001;24,21Ê%
0606301001;24,21Ê%
2005101007;24,21Ê%
2217501001;24,21Ê%
2807914063;24,21Ê%
1402106016;24,21Ê%
0800801001;24,21Ê%
3727406003;24,21Ê%
5007901001;24,21Ê%
0826601007;24,22Ê%
2807917076;24,22Ê%
2706604002;24,22Ê%
1204003005;24,22Ê%
0206101001;24,22Ê%
2807908051;24,22Ê%
3120106007;24,22Ê%
4713801001;24,22Ê%
5029707014;24,22Ê%
2811501027;24,22Ê%
0105901016;24,22Ê%
0512701001;24,22Ê%
3603002002;24,22Ê%
3412005010;24,22Ê%
3732801001;24,22Ê%
1101502005;24,22Ê%
4424501001;24,22Ê%
4921903001;24,22Ê%
4019407002;24,22Ê%
1501901014;24,22Ê%
2906708069;24,22Ê%
0703601007;24,22Ê%
2906702044;24,22Ê%
1503007018;24,22Ê%
3908701014;24,22Ê%
2802001001;24,22Ê%
2800703022;24,22Ê%
2411504001;24,22Ê%
3120104010;24,22Ê%
0602201001;24,22Ê%
2506101001;24,22Ê%
4802004010;24,22Ê%
3303104003;24,23Ê%
2704401003;24,23Ê%
4907601001;24,23Ê%
4411901001;24,23Ê%
3115501001;24,23Ê%
0105905013;24,23Ê%
1104102003;24,23Ê%
4411101001;24,23Ê%
4718610014;24,23Ê%
3003001032;24,23Ê%
2104102003;24,23Ê%
4808404002;24,23Ê%
3706001001;24,23Ê%
3727403006;24,23Ê%
4808202008;24,23Ê%
1403001003;24,23Ê%
2807914018;24,23Ê%
3727406019;24,23Ê%
5029710054;24,23Ê%
4624701001;24,23Ê%
1204301001;24,24Ê%
3304401004;24,24Ê%
2212506002;24,24Ê%
4426201001;24,24Ê%
3907505002;24,24Ê%
3302407016;24,24Ê%
0801905006;24,24Ê%
2419601001;24,24Ê%
0105905026;24,24Ê%
2807405012;24,24Ê%
2704001004;24,24Ê%
3303201011;24,24Ê%
4109108004;24,24Ê%
2906711008;24,24Ê%
0507401001;24,24Ê%
2003101001;24,24Ê%
3003002056;24,24Ê%
0828201003;24,25Ê%
5029703012;24,25Ê%
0917601001;24,25Ê%
1102304001;24,25Ê%
4900901001;24,25Ê%
3602402001;24,25Ê%
3118701001;24,25Ê%
1818301001;24,25Ê%
4804402013;24,25Ê%
4109108005;24,25Ê%
3903901001;24,25Ê%
1102006045;24,25Ê%
3301103004;24,25Ê%
1603301001;24,25Ê%
2807911093;24,25Ê%
4023101001;24,25Ê%
3205401004;24,25Ê%
2702301002;24,25Ê%
2700901001;24,25Ê%
0830102003;24,25Ê%
2003001002;24,25Ê%
3303801002;24,25Ê%
2608903004;24,25Ê%
2890301008;24,25Ê%
2809601011;24,25Ê%
1806401001;24,25Ê%
2807915165;24,25Ê%
1811701001;24,25Ê%
3905001001;24,26Ê%
1309301001;24,26Ê%
1590203001;24,26Ê%
0105901017;24,26Ê%
2522101001;24,26Ê%
3907508023;24,26Ê%
1506801002;24,26Ê%
0204301001;24,26Ê%
1400901001;24,26Ê%
1717001001;24,26Ê%
3205401015;24,26Ê%
3003001048;24,26Ê%
3421101001;24,26Ê%
1405503002;24,26Ê%
3002701047;24,26Ê%
3907505013;24,26Ê%
0605502001;24,26Ê%
3307606003;24,26Ê%
4423201001;24,26Ê%
4307201001;24,26Ê%
0202301001;24,26Ê%
4413201001;24,26Ê%
2410701001;24,26Ê%
4690301003;24,26Ê%
2807910121;24,27Ê%
2107101001;24,27Ê%
4419401001;24,27Ê%
1500601005;24,27Ê%
0304201001;24,27Ê%
1814501009;24,27Ê%
1624501001;24,27Ê%
1019801001;24,27Ê%
2705101006;24,27Ê%
1303402017;24,27Ê%
2420101001;24,27Ê%
4718606001;24,27Ê%
0105905019;24,27Ê%
2704301001;24,27Ê%
4802001043;24,27Ê%
3004301018;24,27Ê%
2515701001;24,28Ê%
0609001001;24,28Ê%
2408902001;24,28Ê%
1405501003;24,28Ê%
0830704012;24,28Ê%
2818101005;24,28Ê%
2807910106;24,28Ê%
2807908159;24,28Ê%
0921601001;24,28Ê%
0939401001;24,28Ê%
1011101002;24,28Ê%
4703001001;24,28Ê%
0311201001;24,28Ê%
3803810007;24,28Ê%
3302401009;24,28Ê%
1308703001;24,28Ê%
1308401001;24,28Ê%
2606501001;24,29Ê%
0501903002;24,29Ê%
2910001002;24,29Ê%
0408602001;24,29Ê%
0105905021;24,29Ê%
0901803007;24,29Ê%
3727404003;24,29Ê%
2004502007;24,29Ê%
3410201001;24,29Ê%
3727403012;24,29Ê%
2800702011;24,29Ê%
3303701025;24,29Ê%
5029703046;24,29Ê%
1506002001;24,29Ê%
3907501002;24,29Ê%
2411401003;24,29Ê%
3721401001;24,29Ê%
0303401001;24,29Ê%
2415801001;24,29Ê%
2706603001;24,29Ê%
2807903094;24,29Ê%
3119001001;24,29Ê%
4625006020;24,29Ê%
2806502018;24,30Ê%
0825201022;24,30Ê%
4022201001;24,30Ê%
4515901001;24,30Ê%
2706502002;24,30Ê%
2807916047;24,30Ê%
4104701005;24,30Ê%
1502302002;24,30Ê%
4516805022;24,30Ê%
1619801001;24,30Ê%
3303701035;24,30Ê%
2420901001;24,30Ê%
3300401030;24,30Ê%
5029702023;24,30Ê%
2807908142;24,30Ê%
3727406016;24,30Ê%
3417601001;24,30Ê%
0612701002;24,30Ê%
3002402014;24,30Ê%
4109107012;24,31Ê%
1813601002;24,31Ê%
3303501002;24,31Ê%
0202701001;24,31Ê%
1624301001;24,31Ê%
1021101001;24,31Ê%
0105903004;24,31Ê%
1212601002;24,31Ê%
4902201001;24,31Ê%
4802008022;24,31Ê%
2802201005;24,31Ê%
0105902010;24,31Ê%
2807913088;24,31Ê%
4801305008;24,31Ê%
2701001001;24,31Ê%
2800505006;24,31Ê%
4718611029;24,31Ê%
0608302005;24,32Ê%
2807914017;24,32Ê%
0405701001;24,32Ê%
0106301001;24,32Ê%
0602303001;24,32Ê%
5029702052;24,32Ê%
2416601001;24,32Ê%
2906702047;24,32Ê%
1603601001;24,32Ê%
2705801001;24,32Ê%
5002801001;24,32Ê%
1717301001;24,32Ê%
2212506004;24,32Ê%
3412007007;24,32Ê%
1502101002;24,32Ê%
2407801001;24,32Ê%
4802006005;24,32Ê%
2802201016;24,32Ê%
1503502003;24,32Ê%
5011901001;24,32Ê%
3302409003;24,32Ê%
0200903005;24,32Ê%
3727402017;24,32Ê%
3303301011;24,33Ê%
1503606009;24,33Ê%
4802002001;24,33Ê%
4715201001;24,33Ê%
1003704015;24,33Ê%
3727403008;24,33Ê%
2420701001;24,33Ê%
1503901001;24,33Ê%
2306003005;24,33Ê%
4102801002;24,33Ê%
4902401001;24,33Ê%
4019403009;24,33Ê%
0905909021;24,33Ê%
2004801001;24,33Ê%
1503608006;24,33Ê%
2703101007;24,33Ê%
4621601003;24,33Ê%
4921001001;24,33Ê%
1020201001;24,33Ê%
4718608013;24,33Ê%
3908703012;24,33Ê%
2306201002;24,33Ê%
4718610007;24,33Ê%
5021601001;24,33Ê%
3401701001;24,33Ê%
4718609010;24,33Ê%
1817001001;24,34Ê%
2204801012;24,34Ê%
4718605004;24,34Ê%
4019001001;24,34Ê%
2704801001;24,34Ê%
3205501001;24,34Ê%
0820505001;24,34Ê%
2804903007;24,34Ê%
4109109067;24,34Ê%
2214301001;24,34Ê%
2807916070;24,34Ê%
2204801006;24,34Ê%
4109103040;24,34Ê%
1012401001;24,34Ê%
4010501001;24,34Ê%
4622501001;24,34Ê%
1009401001;24,34Ê%
1605001001;24,34Ê%
2306502001;24,34Ê%
4618402007;24,35Ê%
1102004007;24,35Ê%
4806902003;24,35Ê%
1201401001;24,35Ê%
3120104020;24,35Ê%
4109107025;24,35Ê%
3300201002;24,35Ê%
1504501002;24,35Ê%
0306506022;24,35Ê%
2807902102;24,35Ê%
3727406012;24,35Ê%
2906709076;24,35Ê%
2701401001;24,35Ê%
5009301001;24,35Ê%
1913004006;24,35Ê%
1807401001;24,35Ê%
2812701029;24,35Ê%
2208301001;24,35Ê%
4718611010;24,35Ê%
3302409005;24,35Ê%
3001608006;24,35Ê%
2807907013;24,35Ê%
3601706001;24,35Ê%
5006101001;24,35Ê%
4807301002;24,36Ê%
3907503011;24,36Ê%
3304412001;24,36Ê%
1402105031;24,36Ê%
1920401001;24,36Ê%
3003002012;24,36Ê%
4718611002;24,36Ê%
0608601002;24,36Ê%
0301401009;24,36Ê%
2100602001;24,36Ê%
1008202001;24,36Ê%
4718601003;24,36Ê%
1014802001;24,36Ê%
0928901001;24,36Ê%
4804403017;24,36Ê%
2703103002;24,36Ê%
3727402011;24,36Ê%
3304901008;24,36Ê%
3302408012;24,37Ê%
1006201001;24,37Ê%
3719401001;24,37Ê%
0513201001;24,37Ê%
2909101002;24,37Ê%
2302601001;24,37Ê%
4802004003;24,37Ê%
4302701001;24,37Ê%
4704501001;24,37Ê%
2703901004;24,37Ê%
4109505007;24,37Ê%
1505001003;24,37Ê%
2807905090;24,37Ê%
0312001002;24,37Ê%
3120103022;24,37Ê%
0601801001;24,37Ê%
1210701001;24,37Ê%
2807912001;24,37Ê%
4803201005;24,37Ê%
0525401001;24,37Ê%
4416101001;24,38Ê%
2420203002;24,38Ê%
1624201001;24,38Ê%
2806504030;24,38Ê%
1501901017;24,38Ê%
1102303001;24,38Ê%
2608903018;24,38Ê%
0801905054;24,38Ê%
4927502017;24,38Ê%
3304402009;24,38Ê%
3307602001;24,38Ê%
2804501020;24,38Ê%
2814801011;24,38Ê%
0606401001;24,38Ê%
1405802001;24,38Ê%
2706301002;24,38Ê%
4104701007;24,38Ê%
2807909087;24,38Ê%
2905401024;24,38Ê%
2800702006;24,38Ê%
0301404037;24,38Ê%
5029704002;24,38Ê%
5029705012;24,38Ê%
3304406018;24,38Ê%
4518202001;24,38Ê%
2702809001;24,38Ê%
4625012038;24,38Ê%
2006905010;24,39Ê%
2303801003;24,39Ê%
2404001001;24,39Ê%
1211101001;24,39Ê%
2800702031;24,39Ê%
4802001010;24,39Ê%
5029709024;24,39Ê%
4503001001;24,39Ê%
2309201007;24,39Ê%
5029710052;24,39Ê%
1501501003;24,39Ê%
2212502005;24,39Ê%
5029703082;24,39Ê%
4109109053;24,39Ê%
4802006026;24,39Ê%
4718610016;24,39Ê%
0105201001;24,39Ê%
1103801008;24,39Ê%
3907504013;24,39Ê%
2807908136;24,39Ê%
4718610045;24,39Ê%
2807905089;24,39Ê%
2807915167;24,39Ê%
4802001019;24,40Ê%
3708101001;24,40Ê%
0305401001;24,40Ê%
1211201001;24,40Ê%
2807914022;24,40Ê%
5029702038;24,40Ê%
4902901001;24,40Ê%
2413101001;24,40Ê%
3718201001;24,40Ê%
4802006012;24,40Ê%
2107801001;24,40Ê%
4801504002;24,40Ê%
4805401006;24,41Ê%
4912401001;24,41Ê%
2608904022;24,41Ê%
2006902001;24,41Ê%
2807903030;24,41Ê%
1506201009;24,41Ê%
2905201001;24,41Ê%
3109301001;24,41Ê%
4013601001;24,41Ê%
2807910184;24,41Ê%
3101301001;24,41Ê%
5029710062;24,41Ê%
3717201001;24,41Ê%
3716701001;24,41Ê%
2808001014;24,41Ê%
1302501001;24,41Ê%
2006902007;24,41Ê%
5001201001;24,42Ê%
2701401004;24,42Ê%
3302408016;24,42Ê%
4625013022;24,42Ê%
2807910109;24,42Ê%
2608905007;24,42Ê%
2807920110;24,42Ê%
4914301001;24,42Ê%
0405801001;24,42Ê%
2807915177;24,42Ê%
4302501001;24,42Ê%
3907504011;24,42Ê%
1808703036;24,42Ê%
3003002032;24,42Ê%
4516807016;24,42Ê%
1402101006;24,43Ê%
2807919042;24,43Ê%
2421201001;24,43Ê%
2290601001;24,43Ê%
2414202009;24,43Ê%
1505001001;24,43Ê%
2700201001;24,43Ê%
2405401001;24,43Ê%
3722501001;24,43Ê%
3302403003;24,43Ê%
3727401008;24,43Ê%
2523801001;24,43Ê%
3300401076;24,43Ê%
3003003038;24,43Ê%
0402101001;24,43Ê%
5029703049;24,43Ê%
2807916096;24,43Ê%
1200501003;24,43Ê%
1018101001;24,43Ê%
4021901001;24,43Ê%
4718606037;24,43Ê%
4802006018;24,43Ê%
0801905055;24,43Ê%
3305301001;24,43Ê%
0948301001;24,43Ê%
4718608038;24,43Ê%
4801502017;24,44Ê%
1006901001;24,44Ê%
0301401005;24,44Ê%
4711501001;24,44Ê%
1300701002;24,44Ê%
