CUSEC;COD_POSTAL;yieldPisos;yieldCasas
2806504029;28903;+;=
2806504030;28903;+;=
2806504031;28903;+;=
2806504032;28903;+;=
2806504033;28903;+;=
2806504034;28903;+;=
2806504035;28903;+;=
2806601001;28971;++;=
2806601002;28971;++;=
2806601003;28971;++;=
2806601004;28971;++;=
2806601005;28971;++;=
2806701001;28794;-;=
2806701002;28794;-;=
2806701003;28794;-;=
2806801001;28440;-;=
2806801002;28440;-;=
2806801003;28440;-;=
2806801004;28440;-;=
2806801005;28440;-;=
2806801006;28440;-;=
2806801007;28440;-;=
2806801008;28440;-;=
2806901001;28191;++;--
2807001001;28755;++;=
2807101001;28191;++;--
2807201001;28240;++;=
2807201002;28240;++;=
2807201003;28240;++;=
2807301001;28970;=;-
2807301002;28970;=;-
2807301003;28970;=;-
2807301004;28970;=;-
2807301005;28970;=;-
2807301006;28970;=;-
2807301007;28970;=;-
2807301008;28970;=;-
2807401001;28912;=;--
2807401002;28912;=;--
2807401003;28912;=;--
2807401004;28912;=;--
2807401005;28912;=;--
2807401006;28912;=;--
2807401007;28912;=;--
2807401008;28912;=;--
2807401009;28912;=;--
2807401010;28912;=;--
2807401011;28912;=;--
2807401012;28912;=;--
2807401013;28912;=;--
2807401014;28912;=;--
2807401015;28912;=;--
2807401016;28912;=;--
2807401017;28912;=;--
2807401018;28912;=;--
2807401019;28912;=;--
2807401020;28912;=;--
2807401021;28912;=;--
2807401022;28912;=;--
2807401023;28912;=;--
2807401024;28912;=;--
2807401025;28912;=;--
2807401026;28912;=;--
2807402001;28912;=;--
2807402002;28912;=;--
2807402003;28912;=;--
2807402004;28912;=;--
2807402005;28912;=;--
2807402006;28912;=;--
2807402008;28912;=;--
2807402009;28912;=;--
2807402010;28912;=;--
2807402011;28912;=;--
2807402012;28912;=;--
2807402013;28912;=;--
2807402014;28912;=;--
2807402015;28912;=;--
2807402016;28912;=;--
2807402017;28912;=;--
2807402019;28912;=;--
2807402020;28912;=;--
2807402021;28912;=;--
2807402022;28912;=;--
2807403001;28913;++;++
2807403002;28913;++;++
2807403003;28913;++;++
2807403004;28913;++;++
2807403005;28913;++;++
2807403006;28913;++;++
2807403007;28913;++;++
2807403008;28913;++;++
2807403012;28913;++;++
2807403013;28913;++;++
2807403014;28913;++;++
2807403015;28913;++;++
2807403016;28913;++;++
2807403017;28913;++;++
2807403018;28913;++;++
2807403019;28913;++;++
2807403020;28913;++;++
2807403021;28913;++;++
2807403022;28913;++;++
2807403023;28913;++;++
2807404001;28915;+;++
2807404002;28915;+;++
2807404003;28915;+;++
2807404004;28915;+;++
2807404005;28915;+;++
2807404006;28915;+;++
2807404007;28915;+;++
2807404008;28915;+;++
2807404009;28915;+;++
2807404010;28915;+;++
2807404011;28915;+;++
2807404012;28915;+;++
2807404013;28915;+;++
2807404014;28915;+;++
2807404015;28915;+;++
2807404016;28915;+;++
2807404017;28915;+;++
2807404018;28915;+;++
2807404019;28915;+;++
2807404020;28915;+;++
2807404021;28915;+;++
2807404022;28915;+;++
2807404023;28915;+;++
2807404024;28915;+;++
2807404025;28915;+;++
2807404026;28915;+;++
2807404027;28915;+;++
2807404028;28915;+;++
2807404029;28915;+;++
2807404030;28915;+;++
2807404031;28915;+;++
2807404032;28915;+;++
2807404033;28915;+;++
2807404034;28915;+;++
2807404035;28915;+;++
2807404036;28915;+;++
2807404037;28915;+;++
2807404038;28915;+;++
2807404039;28915;+;++
2807404040;28915;+;++
2807404041;28915;+;++
2807405001;28916;+;++
2807405002;28916;+;++
2807405003;28916;+;++
2807405004;28916;+;++
2807405005;28916;+;++
2807405006;28916;+;++
2807405007;28916;+;++
2807405008;28916;+;++
2807405009;28916;+;++
2807405010;28916;+;++
2807405011;28916;+;++
2807405012;28916;+;++
2807405013;28916;+;++
2807405014;28916;+;++
2807405015;28916;+;++
2807405016;28916;+;++
2807405017;28916;+;++
2807405018;28916;+;++
2807405019;28916;+;++
2807406001;28917;=;--
2807406002;28917;=;--
2807406003;28917;=;--
2807406004;28917;=;--
2807406005;28917;=;--
2807406006;28917;=;--
2807406008;28917;=;--
2807406010;28917;=;--
2807407001;28914;+;+
2807407002;28914;+;+
2807407003;28914;+;+
2807407004;28914;+;+
2807407005;28914;+;+
2807407006;28914;+;+
2807501001;28890;-;=
2807501002;28890;-;=
2807501003;28890;-;=
2807601001;28742;+;--
2807801001;28755;++;=
2807901001;28013;++;++
2807901002;28013;++;++
2807901003;28013;++;++
2807901004;28013;++;++
2807901006;28013;++;++
2807901007;28013;++;++
2807901008;28013;++;++
2807901009;28013;++;++
2807901011;28013;++;++
2807901012;28013;++;++
2807901013;28013;++;++
2807901014;28013;++;++
2807901015;28013;++;++
2807901016;28013;++;++
2807901018;28013;++;++
2807901019;28013;++;++
2807901020;28013;++;++
2807901021;28013;++;++
2807901022;28013;++;++
2807901023;28013;++;++
2807901024;28013;++;++
2807901025;28013;++;++
2807901026;28013;++;++
2807901027;28013;++;++
2807901028;28013;++;++
2807901029;28013;++;++
2807901030;28013;++;++
2807901031;28013;++;++
2807901032;28013;++;++
2807901033;28013;++;++
2807901034;28013;++;++
2807901035;28013;++;++
2807901036;28013;++;++
2807901037;28013;++;++
2807901038;28013;++;++
2807901039;28013;++;++
2807901040;28013;++;++
2807901041;28013;++;++
2807901042;28013;++;++
2807901043;28013;++;++
2807901045;28013;++;++
2807901046;28013;++;++
2807901047;28013;++;++
2807901048;28013;++;++
2807901049;28013;++;++
2807901050;28013;++;++
2807901051;28013;++;++
2807901053;28013;++;++
2807901054;28013;++;++
2807901055;28013;++;++
2807901056;28013;++;++
2807901057;28013;++;++
2807901058;28013;++;++
2807901059;28013;++;++
2807901061;28013;++;++
2807901062;28013;++;++
2807901063;28013;++;++
2807901064;28013;++;++
2807901065;28013;++;++
2807901066;28013;++;++
2807901067;28013;++;++
2807901068;28013;++;++
2807901069;28013;++;++
2807901071;28013;++;++
2807901072;28013;++;++
2807901073;28013;++;++
2807901074;28013;++;++
2807901075;28013;++;++
2807901076;28013;++;++
2807901077;28013;++;++
2807901079;28013;++;++
2807901081;28013;++;++
2807901082;28013;++;++
2807901084;28013;++;++
2807901087;28013;++;++
2807901088;28013;++;++
2807901089;28013;++;++
2807901090;28013;++;++
2807901091;28013;++;++
2807901092;28013;++;++
2807901093;28013;++;++
2807901094;28013;++;++
2807901095;28013;++;++
2807901096;28013;++;++
2807901097;28013;++;++
2807901098;28013;++;++
2807901099;28013;++;++
2807901100;28013;++;++
2807901101;28013;++;++
2807901102;28013;++;++
2807901103;28013;++;++
2807901104;28013;++;++
2807901105;28013;++;++
2807901106;28013;++;++
2807901107;28013;++;++
2807901108;28013;++;++
2807901109;28013;++;++
2807901110;28013;++;++
2807901111;28013;++;++
2807901112;28013;++;++
2807901113;28013;++;++
2807901114;28013;++;++
2807901115;28013;++;++
2807901116;28013;++;++
2807901117;28013;++;++
2807901118;28013;++;++
2807901119;28013;++;++
2807901120;28013;++;++
2807901121;28013;++;++
2807901123;28013;++;++
2807901124;28013;++;++
2807902001;28005;+;++
2807902002;28005;+;++
2807902003;28005;+;++
2807902004;28005;+;++
2807902005;28005;+;++
2807902006;28005;+;++
2807902007;28005;+;++
2807902008;28005;+;++
2807902009;28005;+;++
2807902010;28005;+;++
2807902011;28005;+;++
2807902013;28005;+;++
2807902014;28005;+;++
2807902015;28005;+;++
2807902016;28005;+;++
2807902017;28005;+;++
2807902018;28005;+;++
2807902019;28005;+;++
2807902020;28005;+;++
2807902021;28005;+;++
2807902022;28005;+;++
2807902023;28005;+;++
2807902024;28005;+;++
2807902025;28005;+;++
2807902026;28005;+;++
2807902027;28005;+;++
2807902028;28005;+;++
2807902029;28005;+;++
2807902030;28005;+;++
2807902031;28005;+;++
2807902032;28005;+;++
2807902033;28005;+;++
2807902034;28005;+;++
2807902035;28005;+;++
2807902036;28005;+;++
2807902037;28005;+;++
2807902038;28005;+;++
2807902039;28005;+;++
2807902040;28005;+;++
2807902041;28005;+;++
2807902042;28005;+;++
2807902043;28005;+;++
2807902044;28005;+;++
2807902045;28005;+;++
2807902046;28005;+;++
2807902047;28005;+;++
2807902048;28005;+;++
2807902049;28005;+;++
2807902050;28005;+;++
2807902051;28005;+;++
2807902052;28005;+;++
2807902053;28005;+;++
2807902054;28005;+;++
2807902055;28005;+;++
2807902056;28005;+;++
2807902057;28005;+;++
2807902058;28005;+;++
2807902059;28005;+;++
2807902060;28005;+;++
2807902061;28005;+;++
2807902062;28005;+;++
2807902063;28005;+;++
2807902064;28005;+;++
2807902065;28005;+;++
2807902066;28005;+;++
2807902067;28005;+;++
2807902068;28005;+;++
2807902069;28005;+;++
2807902070;28005;+;++
2807902071;28005;+;++
2807902072;28005;+;++
2807902073;28005;+;++
2807902074;28005;+;++
2807902075;28005;+;++
2807902077;28005;+;++
2807902078;28005;+;++
2807902079;28005;+;++
2807902080;28005;+;++
2807902081;28005;+;++
2807902082;28005;+;++
2807902083;28005;+;++
2807902085;28005;+;++
2807902086;28005;+;++
2807902087;28005;+;++
2807902088;28005;+;++
2807902089;28005;+;++
2807902090;28005;+;++
2807902091;28005;+;++
2807902092;28005;+;++
2807902093;28005;+;++
2807902094;28005;+;++
2807902095;28005;+;++
2807902096;28005;+;++
2807902097;28005;+;++
2807902098;28005;+;++
2807902099;28005;+;++
2807902100;28005;+;++
2807902101;28005;+;++
2807902102;28005;+;++
2807902103;28005;+;++
2807902104;28005;+;++
2807902105;28005;+;++
2807902106;28005;+;++
2807902107;28005;+;++
2807902108;28005;+;++
2807902109;28005;+;++
2807902110;28005;+;++
2807903001;28007;=;++
2807903002;28007;=;++
2807903003;28007;=;++
2807903004;28007;=;++
2807903005;28007;=;++
2807903006;28007;=;++
2807903007;28007;=;++
2807903008;28007;=;++
2807903009;28007;=;++
2807903010;28007;=;++
2807903011;28007;=;++
2807903012;28007;=;++
2807903013;28007;=;++
2807903014;28007;=;++
2807903015;28007;=;++
2807903016;28007;=;++
2807903017;28007;=;++
2807903018;28007;=;++
2807903019;28007;=;++
2807903020;28007;=;++
2807903021;28007;=;++
2807903022;28007;=;++
2807903023;28007;=;++
2807903024;28007;=;++
2807903025;28007;=;++
2807903026;28007;=;++
2807903027;28007;=;++
2807903028;28007;=;++
2807903029;28007;=;++
2807903030;28007;=;++
2807903031;28007;=;++
2807903032;28007;=;++
2807903033;28007;=;++
2807903034;28007;=;++
2807903035;28007;=;++
2807903036;28007;=;++
2807903037;28007;=;++
2807903038;28007;=;++
2807903039;28007;=;++
2807903040;28007;=;++
2807903041;28007;=;++
2807903042;28007;=;++
2807903044;28007;=;++
2807903045;28007;=;++
2807903046;28007;=;++
2807903047;28007;=;++
2807903048;28007;=;++
2807903049;28007;=;++
2807903050;28007;=;++
2807903051;28007;=;++
2807903052;28007;=;++
2807903053;28007;=;++
2807903054;28007;=;++
2807903055;28007;=;++
2807903056;28007;=;++
2807903057;28007;=;++
2807903058;28007;=;++
2807903059;28007;=;++
2807903060;28007;=;++
2807903061;28007;=;++
2807903062;28007;=;++
2807903063;28007;=;++
2807903064;28007;=;++
2807903065;28007;=;++
2807903066;28007;=;++
2807903067;28007;=;++
2807903069;28007;=;++
2807903070;28007;=;++
2807903071;28007;=;++
2807903073;28007;=;++
2807903074;28007;=;++
2807903076;28007;=;++
2807903077;28007;=;++
2807903078;28007;=;++
2807903079;28007;=;++
2807903080;28007;=;++
2807903081;28007;=;++
2807903082;28007;=;++
2807903084;28007;=;++
2807903085;28007;=;++
2807903086;28007;=;++
2807903087;28007;=;++
2807903088;28007;=;++
2807903089;28007;=;++
2807903090;28007;=;++
2807903091;28007;=;++
2807903092;28007;=;++
2807903093;28007;=;++
2807903094;28007;=;++
2807903095;28007;=;++
2807903096;28007;=;++
2807903097;28007;=;++
2807903098;28007;=;++
2807903099;28007;=;++
2807904001;28001;=;++
2807904002;28001;=;++
2807904003;28001;=;++
2807904004;28001;=;++
2807904005;28001;=;++
2807904006;28001;=;++
2807904007;28001;=;++
2807904008;28001;=;++
2807904009;28001;=;++
2807904010;28001;=;++
2807904011;28001;=;++
2807904012;28001;=;++
2807904013;28001;=;++
2807904014;28001;=;++
2807904015;28001;=;++
2807904016;28001;=;++
2807904017;28001;=;++
2807904018;28001;=;++
2807904019;28001;=;++
2807904020;28001;=;++
2807904021;28001;=;++
2807904023;28001;=;++
2807904024;28001;=;++
2807904025;28001;=;++
2807904026;28001;=;++
2807904027;28001;=;++
2807904028;28001;=;++
2807904029;28001;=;++
2807904030;28001;=;++
2807904031;28001;=;++
2807904032;28001;=;++
2807904033;28001;=;++
2807904034;28001;=;++
2807904035;28001;=;++
2807904036;28001;=;++
2807904037;28001;=;++
2807904038;28001;=;++
2807904039;28001;=;++
2807904040;28001;=;++
2807904041;28001;=;++
2807904042;28001;=;++
2807904043;28001;=;++
2807904044;28001;=;++
2807904045;28001;=;++
2807904046;28001;=;++
2807904047;28001;=;++
2807904048;28001;=;++
2807904049;28001;=;++
2807904050;28001;=;++
2807904051;28001;=;++
2807904052;28001;=;++
2807904053;28001;=;++
2807904054;28001;=;++
2807904055;28001;=;++
2807904056;28001;=;++
2807904057;28001;=;++
2807904058;28001;=;++
2807904060;28001;=;++
2807904061;28001;=;++
2807904062;28001;=;++
2807904063;28001;=;++
2807904064;28001;=;++
2807904065;28001;=;++
2807904067;28001;=;++
2807904068;28001;=;++
2807904069;28001;=;++
2807904070;28001;=;++
2807904071;28001;=;++
2807904072;28001;=;++
2807904073;28001;=;++
2807904074;28001;=;++
2807904075;28001;=;++
2807904076;28001;=;++
2807904077;28001;=;++
2807904078;28001;=;++
2807904079;28001;=;++
2807904080;28001;=;++
2807904081;28001;=;++
2807904082;28001;=;++
2807904083;28001;=;++
2807904084;28001;=;++
2807904085;28001;=;++
2807904086;28001;=;++
2807904087;28001;=;++
2807904088;28001;=;++
2807904089;28001;=;++
2807904090;28001;=;++
2807904091;28001;=;++
2807904092;28001;=;++
2807904093;28001;=;++
2807904094;28001;=;++
2807904095;28001;=;++
2807904096;28001;=;++
2807904097;28001;=;++
2807904098;28001;=;++
2807904099;28001;=;++
2807904100;28001;=;++
2807904101;28001;=;++
2807904102;28001;=;++
2807904103;28001;=;++
2807904104;28001;=;++
2807904105;28001;=;++
2807904106;28001;=;++
2807904107;28001;=;++
2807904108;28001;=;++
2807904109;28001;=;++
2807904110;28001;=;++
2807904111;28001;=;++
2807904112;28001;=;++
2807904113;28001;=;++
2807904114;28001;=;++
2807904115;28001;=;++
2807904116;28001;=;++
2807904117;28001;=;++
2807904118;28001;=;++
2807904119;28001;=;++
2807904120;28001;=;++
2807904121;28001;=;++
2807904123;28001;=;++
2807904124;28001;=;++
2807904126;28001;=;++
2807904127;28001;=;++
2807904128;28001;=;++
2807904129;28001;=;++
2807904130;28001;=;++
2807905001;28006;++;--
2807905002;28006;++;--
2807905003;28006;++;--
2807905004;28006;++;--
2807905005;28006;++;--
2807905006;28006;++;--
2807905007;28006;++;--
2807905008;28006;++;--
2807905009;28006;++;--
2807905010;28006;++;--
2807905011;28006;++;--
2807905012;28006;++;--
2807905013;28006;++;--
2807905014;28006;++;--
2807905015;28006;++;--
2807905016;28006;++;--
2807905017;28006;++;--
2807905018;28006;++;--
2807905019;28006;++;--
2807905020;28006;++;--
2807905021;28006;++;--
2807905022;28006;++;--
2807905023;28006;++;--
2807905024;28006;++;--
2807905025;28006;++;--
2807905026;28006;++;--
2807905027;28006;++;--
2807905028;28006;++;--
2807905029;28006;++;--
2807905030;28006;++;--
2807905031;28006;++;--
2807905032;28006;++;--
2807905033;28006;++;--
2807905034;28006;++;--
2807905035;28006;++;--
2807905036;28006;++;--
2807905037;28006;++;--
2807905038;28006;++;--
2807905039;28006;++;--
2807905040;28006;++;--
2807905041;28006;++;--
2807905042;28006;++;--
2807905043;28006;++;--
2807905044;28006;++;--
2807905045;28006;++;--
2807905046;28006;++;--
2807905047;28006;++;--
2807905048;28006;++;--
2807905049;28006;++;--
2807905051;28006;++;--
2807905052;28006;++;--
2807905053;28006;++;--
2807905054;28006;++;--
2807905055;28006;++;--
2807905056;28006;++;--
2807905057;28006;++;--
2807905058;28006;++;--
2807905059;28006;++;--
2807905060;28006;++;--
2807905061;28006;++;--
2807905062;28006;++;--
2807905063;28006;++;--
2807905064;28006;++;--
2807905065;28006;++;--
2807905066;28006;++;--
2807905067;28006;++;--
2807905068;28006;++;--
2807905069;28006;++;--
2807905070;28006;++;--
2807905072;28006;++;--
2807905073;28006;++;--
2807905074;28006;++;--
2807905075;28006;++;--
2807905076;28006;++;--
2807905077;28006;++;--
2807905078;28006;++;--
2807905079;28006;++;--
2807905080;28006;++;--
2807905081;28006;++;--
2807905082;28006;++;--
2807905083;28006;++;--
2807905084;28006;++;--
2807905085;28006;++;--
2807905086;28006;++;--
2807905087;28006;++;--
2807905088;28006;++;--
2807905089;28006;++;--
2807905090;28006;++;--
2807905091;28006;++;--
2807905092;28006;++;--
2807905094;28006;++;--
2807905095;28006;++;--
2807905096;28006;++;--
2807905097;28006;++;--
2807905098;28006;++;--
2807905099;28006;++;--
2807905100;28006;++;--
2807905101;28006;++;--
2807905102;28006;++;--
2807906001;28039;+;+
2807906002;28039;+;+
2807906003;28039;+;+
2807906004;28039;+;+
2807906005;28039;+;+
2807906006;28039;+;+
2807906007;28039;+;+
2807906008;28039;+;+
2807906009;28039;+;+
2807906010;28039;+;+
2807906011;28039;+;+
2807906012;28039;+;+
2807906013;28039;+;+
2807906014;28039;+;+
2807906015;28039;+;+
2807906016;28039;+;+
2807906017;28039;+;+
2807906018;28039;+;+
2807906019;28039;+;+
2807906021;28039;+;+
2807906023;28039;+;+
2807906024;28039;+;+
2807906025;28039;+;+
2807906026;28039;+;+
2807906027;28039;+;+
2807906028;28039;+;+
2807906029;28039;+;+
2807906031;28039;+;+
2807906032;28039;+;+
2807906033;28039;+;+
2807906034;28039;+;+
2807906035;28039;+;+
2807906036;28039;+;+
2807906037;28039;+;+
2807906038;28039;+;+
2807906039;28039;+;+
2807906040;28039;+;+
2807906041;28039;+;+
2807906042;28039;+;+
2807906043;28039;+;+
2807906044;28039;+;+
2807906045;28039;+;+
2807906046;28039;+;+
2807906048;28039;+;+
2807906049;28039;+;+
2807906050;28039;+;+
2807906051;28039;+;+
2807906052;28039;+;+
2807906053;28039;+;+
2807906054;28039;+;+
2807906056;28039;+;+
2807906057;28039;+;+
2807906058;28039;+;+
2807906059;28039;+;+
2807906060;28039;+;+
2807906061;28039;+;+
2807906062;28039;+;+
2807906063;28039;+;+
2807906064;28039;+;+
2807906065;28039;+;+
2807906066;28039;+;+
2807906067;28039;+;+
2807906068;28039;+;+
2807906069;28039;+;+
2807906070;28039;+;+
2807906071;28039;+;+
2807906072;28039;+;+
2807906073;28039;+;+
2807906074;28039;+;+
2807906075;28039;+;+
2807906076;28039;+;+
2807906077;28039;+;+
2807906078;28039;+;+
2807906079;28039;+;+
2807906080;28039;+;+
2807906081;28039;+;+
2807906084;28039;+;+
2807906085;28039;+;+
2807906089;28039;+;+
2807906090;28039;+;+
2807906091;28039;+;+
2807906092;28039;+;+
2807906093;28039;+;+
2807906094;28039;+;+
2807906095;28039;+;+
2807906096;28039;+;+
2807906097;28039;+;+
2807906098;28039;+;+
2807906099;28039;+;+
2807906101;28039;+;+
2807906102;28039;+;+
2807906103;28039;+;+
2807906104;28039;+;+
2807906105;28039;+;+
2807906106;28039;+;+
2807906107;28039;+;+
2807906108;28039;+;+
2807906109;28039;+;+
2807906110;28039;+;+
2807906111;28039;+;+
2807906112;28039;+;+
2807906113;28039;+;+
2807906114;28039;+;+
2807906115;28039;+;+
2807906116;28039;+;+
2807906117;28039;+;+
2807906118;28039;+;+
2807906119;28039;+;+
2807906120;28039;+;+
2807906121;28039;+;+
2807906122;28039;+;+
2807906123;28039;+;+
2807906124;28039;+;+
2807906125;28039;+;+
2807906126;28039;+;+
2807906127;28039;+;+
2807906128;28039;+;+
2807906129;28039;+;+
2807907001;28015;=;++
2807907002;28015;=;++
2807907003;28015;=;++
2807907004;28015;=;++
2807907005;28015;=;++
2807907006;28015;=;++
2807907007;28015;=;++
2807907008;28015;=;++
2807907009;28015;=;++
2807907010;28015;=;++
2807907011;28015;=;++
2807907012;28015;=;++
2807907013;28015;=;++
2807907014;28015;=;++
2807907016;28015;=;++
2807907017;28015;=;++
2807907018;28015;=;++
2807907019;28015;=;++
2807907021;28015;=;++
2807907023;28015;=;++
2807907024;28015;=;++
2807907025;28015;=;++
2807907026;28015;=;++
2807907028;28015;=;++
2807907030;28015;=;++
2807907031;28015;=;++
2807907032;28015;=;++
2807907034;28015;=;++
2807907035;28015;=;++
2807907036;28015;=;++
2807907038;28015;=;++
2807907039;28015;=;++
2807907040;28015;=;++
2807907041;28015;=;++
2807907042;28015;=;++
2807907043;28015;=;++
2807907044;28015;=;++
2807907045;28015;=;++
2807907046;28015;=;++
2807907047;28015;=;++
2807907048;28015;=;++
2807907049;28015;=;++
2807907050;28015;=;++
2807907051;28015;=;++
2807907052;28015;=;++
2807907053;28015;=;++
2807907055;28015;=;++
2807907056;28015;=;++
2807907057;28015;=;++
2807907058;28015;=;++
2807907059;28015;=;++
2807907060;28015;=;++
2807907061;28015;=;++
2807907062;28015;=;++
2807907063;28015;=;++
2807907064;28015;=;++
2807907065;28015;=;++
2807907066;28015;=;++
2807907067;28015;=;++
2807907068;28015;=;++
2807907069;28015;=;++
2807907070;28015;=;++
2807907071;28015;=;++
2807907072;28015;=;++
2807907073;28015;=;++
2807907075;28015;=;++
2807907076;28015;=;++
2807907078;28015;=;++
2807907079;28015;=;++
2807907080;28015;=;++
2807907081;28015;=;++
2807907082;28015;=;++
2807907083;28015;=;++
2807907084;28015;=;++
2807907085;28015;=;++
2807907086;28015;=;++
2807907087;28015;=;++
2807907088;28015;=;++
2807907089;28015;=;++
2807907090;28015;=;++
2807907091;28015;=;++
2807907092;28015;=;++
2807907093;28015;=;++
2807907094;28015;=;++
2807907095;28015;=;++
2807907096;28015;=;++
2807907097;28015;=;++
2807907098;28015;=;++
2807907099;28015;=;++
2807907100;28015;=;++
2807907101;28015;=;++
2807907102;28015;=;++
2807907103;28015;=;++
2807907105;28015;=;++
2807907106;28015;=;++
2807907107;28015;=;++
2807907108;28015;=;++
2807907109;28015;=;++
2807907110;28015;=;++
2807907111;28015;=;++
2807907112;28015;=;++
2807907113;28015;=;++
2807907114;28015;=;++
2807907115;28015;=;++
2807907116;28015;=;++
2807907117;28015;=;++
2807907118;28015;=;++
2807907119;28015;=;++
2807907120;28015;=;++
2807907121;28015;=;++
2807907122;28015;=;++
2807907123;28015;=;++
2807907124;28015;=;++
2807907125;28015;=;++
2807907126;28015;=;++
2807907127;28015;=;++
2807907128;28015;=;++
2807907129;28015;=;++
2807907130;28015;=;++
2807907131;28015;=;++
2807907132;28015;=;++
2807907133;28015;=;++
2807907134;28015;=;++
2807907135;28015;=;++
2807908001;28048;--;=
2807908002;28048;--;=
2807908003;28048;--;=
2807908004;28048;--;=
2807908005;28048;--;=
2807908006;28048;--;=
2807908007;28048;--;=
2807908008;28048;--;=
2807908009;28048;--;=
2807908010;28048;--;=
2807908011;28048;--;=
2807908012;28048;--;=
2807908013;28048;--;=
2807908014;28048;--;=
2807908015;28048;--;=
2807908016;28048;--;=
2807908017;28048;--;=
2807908018;28048;--;=
2807908019;28048;--;=
2807908020;28048;--;=
2807908021;28048;--;=
2807908022;28048;--;=
2807908023;28048;--;=
2807908024;28048;--;=
2807908025;28048;--;=
2807908026;28048;--;=
2807908027;28048;--;=
2807908028;28048;--;=
2807908029;28048;--;=
2807908030;28048;--;=
2807908031;28048;--;=
2807908032;28048;--;=
2807908033;28048;--;=
2807908034;28048;--;=
2807908035;28048;--;=
2807908036;28048;--;=
2807908037;28048;--;=
2807908038;28048;--;=
2807908039;28048;--;=
2807908040;28048;--;=
2807908041;28048;--;=
2807908042;28048;--;=
2807908043;28048;--;=
2807908044;28048;--;=
2807908045;28048;--;=
2807908046;28048;--;=
2807908047;28048;--;=
2807908048;28048;--;=
2807908049;28048;--;=
2807908050;28048;--;=
2807908051;28048;--;=
2807908052;28048;--;=
2807908053;28048;--;=
2807908054;28048;--;=
2807908055;28048;--;=
2807908056;28048;--;=
2807908057;28048;--;=
2807908058;28048;--;=
2807908059;28048;--;=
2807908060;28048;--;=
2807908061;28048;--;=
2807908062;28048;--;=
2807908063;28048;--;=
2807908064;28048;--;=
2807908065;28048;--;=
2807908066;28048;--;=
2807908067;28048;--;=
2807908068;28048;--;=
2807908069;28048;--;=
2807908071;28048;--;=
2807908072;28048;--;=
2807908073;28048;--;=
2807908074;28048;--;=
2807908075;28048;--;=
2807908076;28048;--;=
2807908077;28048;--;=
2807908078;28048;--;=
2807908079;28048;--;=
2807908080;28048;--;=
2807908081;28048;--;=
2807908082;28048;--;=
2807908083;28048;--;=
2807908084;28048;--;=
2807908085;28048;--;=
2807908086;28048;--;=
2807908087;28048;--;=
2807908088;28048;--;=
2807908089;28048;--;=
2807908090;28048;--;=
2807908091;28048;--;=
2807908092;28048;--;=
2807908093;28048;--;=
2807908094;28048;--;=
2807908095;28048;--;=
2807908096;28048;--;=
2807908097;28048;--;=
2807908098;28048;--;=
2807908099;28048;--;=
2807908100;28048;--;=
2807908102;28048;--;=
2807908103;28048;--;=
2807908104;28048;--;=
2807908105;28048;--;=
2807908106;28048;--;=
2807908107;28048;--;=
2807908108;28048;--;=
2807908109;28048;--;=
2807908110;28048;--;=
2807908111;28048;--;=
2807908112;28048;--;=
2807908113;28048;--;=
2807908114;28048;--;=
2807908115;28048;--;=
2807908116;28048;--;=
2807908117;28048;--;=
2807908119;28048;--;=
2807908120;28048;--;=
2807908121;28048;--;=
2807908122;28048;--;=
2807908123;28048;--;=
2807908124;28048;--;=
2807908125;28048;--;=
2807908126;28048;--;=
2807908128;28048;--;=
2807908129;28048;--;=
2807908130;28048;--;=
2807908131;28048;--;=
2807908132;28048;--;=
2807908133;28048;--;=
2807908134;28048;--;=
2807908135;28048;--;=
2807908136;28048;--;=
2807908137;28048;--;=
2807908138;28048;--;=
2807908139;28048;--;=
2807908140;28048;--;=
2807908141;28048;--;=
2807908142;28048;--;=
2807908143;28048;--;=
2807908144;28048;--;=
2807908145;28048;--;=
2807908146;28048;--;=
2807908147;28048;--;=
2807908148;28048;--;=
2807908149;28048;--;=
2807908150;28048;--;=
2807908151;28048;--;=
2807908152;28048;--;=
2807908153;28048;--;=
2807908154;28048;--;=
2807908155;28048;--;=
2807908156;28048;--;=
2807908157;28048;--;=
2807908158;28048;--;=
2807908159;28048;--;=
2807908160;28048;--;=
2807908161;28048;--;=
2807908162;28048;--;=
2807908163;28048;--;=
2807908164;28048;--;=
2807908165;28048;--;=
2807908166;28048;--;=
2807908167;28048;--;=
2807908168;28048;--;=
2807908169;28048;--;=
2807908170;28048;--;=
2807908171;28048;--;=
2807908172;28048;--;=
2807908173;28048;--;=
2807908174;28048;--;=
2807908175;28048;--;=
2807908176;28048;--;=
2807908177;28048;--;=
2807908178;28048;--;=
2807908179;28048;--;=
2807908180;28048;--;=
2807909001;28008;+;++
2807909002;28008;+;++
2807909004;28008;+;++
2807909005;28008;+;++
2807909006;28008;+;++
2807909007;28008;+;++
2807909008;28008;+;++
2807909009;28008;+;++
2807909010;28008;+;++
2807909011;28008;+;++
2807909012;28008;+;++
2807909013;28008;+;++
2807909014;28008;+;++
2807909015;28008;+;++
2807909016;28008;+;++
2807909017;28008;+;++
2807909018;28008;+;++
2807909019;28008;+;++
2807909020;28008;+;++
2807909021;28008;+;++
2807909022;28008;+;++
2807909023;28008;+;++
2807909024;28008;+;++
2807909025;28008;+;++
2807909026;28008;+;++
2807909028;28008;+;++
2807909029;28008;+;++
2807909030;28008;+;++
