CUSEC;COD_POSTAL;yieldPisos;yieldCasas
2807909031;28008;+;++
2807909033;28008;+;++
2807909034;28008;+;++
2807909035;28008;+;++
2807909036;28008;+;++
2807909037;28008;+;++
2807909038;28008;+;++
2807909039;28008;+;++
2807909040;28008;+;++
2807909041;28008;+;++
2807909043;28008;+;++
2807909044;28008;+;++
2807909045;28008;+;++
2807909046;28008;+;++
2807909047;28008;+;++
2807909049;28008;+;++
2807909050;28008;+;++
2807909051;28008;+;++
2807909052;28008;+;++
2807909053;28008;+;++
2807909054;28008;+;++
2807909055;28008;+;++
2807909056;28008;+;++
2807909057;28008;+;++
2807909058;28008;+;++
2807909060;28008;+;++
2807909061;28008;+;++
2807909063;28008;+;++
2807909064;28008;+;++
2807909065;28008;+;++
2807909066;28008;+;++
2807909067;28008;+;++
2807909068;28008;+;++
2807909069;28008;+;++
2807909070;28008;+;++
2807909071;28008;+;++
2807909072;28008;+;++
2807909073;28008;+;++
2807909074;28008;+;++
2807909075;28008;+;++
2807909076;28008;+;++
2807909077;28008;+;++
2807909078;28008;+;++
2807909079;28008;+;++
2807909080;28008;+;++
2807909081;28008;+;++
2807909082;28008;+;++
2807909083;28008;+;++
2807909084;28008;+;++
2807909085;28008;+;++
2807909086;28008;+;++
2807909087;28008;+;++
2807909088;28008;+;++
2807909089;28008;+;++
2807909090;28008;+;++
2807909091;28008;+;++
2807910001;28047;+;++
2807910002;28047;+;++
2807910003;28047;+;++
2807910004;28047;+;++
2807910005;28047;+;++
2807910006;28047;+;++
2807910007;28047;+;++
2807910008;28047;+;++
2807910009;28047;+;++
2807910010;28047;+;++
2807910011;28047;+;++
2807910012;28047;+;++
2807910013;28047;+;++
2807910014;28047;+;++
2807910015;28047;+;++
2807910016;28047;+;++
2807910017;28047;+;++
2807910018;28047;+;++
2807910020;28047;+;++
2807910021;28047;+;++
2807910022;28047;+;++
2807910023;28047;+;++
2807910024;28047;+;++
2807910025;28047;+;++
2807910026;28047;+;++
2807910027;28047;+;++
2807910028;28047;+;++
2807910029;28047;+;++
2807910030;28047;+;++
2807910031;28047;+;++
2807910032;28047;+;++
2807910033;28047;+;++
2807910034;28047;+;++
2807910035;28047;+;++
2807910036;28047;+;++
2807910037;28047;+;++
2807910038;28047;+;++
2807910039;28047;+;++
2807910040;28047;+;++
2807910041;28047;+;++
2807910042;28047;+;++
2807910043;28047;+;++
2807910044;28047;+;++
2807910046;28047;+;++
2807910047;28047;+;++
2807910048;28047;+;++
2807910049;28047;+;++
2807910050;28047;+;++
2807910051;28047;+;++
2807910052;28047;+;++
2807910053;28047;+;++
2807910054;28047;+;++
2807910055;28047;+;++
2807910056;28047;+;++
2807910057;28047;+;++
2807910058;28047;+;++
2807910059;28047;+;++
2807910060;28047;+;++
2807910061;28047;+;++
2807910062;28047;+;++
2807910063;28047;+;++
2807910065;28047;+;++
2807910067;28047;+;++
2807910068;28047;+;++
2807910069;28047;+;++
2807910070;28047;+;++
2807910072;28047;+;++
2807910073;28047;+;++
2807910074;28047;+;++
2807910075;28047;+;++
2807910076;28047;+;++
2807910077;28047;+;++
2807910078;28047;+;++
2807910081;28047;+;++
2807910082;28047;+;++
2807910083;28047;+;++
2807910084;28047;+;++
2807910086;28047;+;++
2807910087;28047;+;++
2807910088;28047;+;++
2807910089;28047;+;++
2807910090;28047;+;++
2807910091;28047;+;++
2807910092;28047;+;++
2807910093;28047;+;++
2807910094;28047;+;++
2807910095;28047;+;++
2807910096;28047;+;++
2807910098;28047;+;++
2807910099;28047;+;++
2807910100;28047;+;++
2807910101;28047;+;++
2807910102;28047;+;++
2807910103;28047;+;++
2807910104;28047;+;++
2807910106;28047;+;++
2807910107;28047;+;++
2807910108;28047;+;++
2807910109;28047;+;++
2807910110;28047;+;++
2807910111;28047;+;++
2807910112;28047;+;++
2807910113;28047;+;++
2807910114;28047;+;++
2807910115;28047;+;++
2807910116;28047;+;++
2807910117;28047;+;++
2807910118;28047;+;++
2807910119;28047;+;++
2807910120;28047;+;++
2807910121;28047;+;++
2807910122;28047;+;++
2807910123;28047;+;++
2807910124;28047;+;++
2807910125;28047;+;++
2807910126;28047;+;++
2807910127;28047;+;++
2807910128;28047;+;++
2807910129;28047;+;++
2807910130;28047;+;++
2807910131;28047;+;++
2807910132;28047;+;++
2807910133;28047;+;++
2807910134;28047;+;++
2807910135;28047;+;++
2807910136;28047;+;++
2807910137;28047;+;++
2807910138;28047;+;++
2807910139;28047;+;++
2807910140;28047;+;++
2807910142;28047;+;++
2807910143;28047;+;++
2807910144;28047;+;++
2807910145;28047;+;++
2807910146;28047;+;++
2807910147;28047;+;++
2807910148;28047;+;++
2807910149;28047;+;++
2807910150;28047;+;++
2807910151;28047;+;++
2807910152;28047;+;++
2807910153;28047;+;++
2807910154;28047;+;++
2807910156;28047;+;++
2807910157;28047;+;++
2807910158;28047;+;++
2807910159;28047;+;++
2807910161;28047;+;++
2807910162;28047;+;++
2807910163;28047;+;++
2807910164;28047;+;++
2807910165;28047;+;++
2807910167;28047;+;++
2807910168;28047;+;++
2807910169;28047;+;++
2807910170;28047;+;++
2807910171;28047;+;++
2807910172;28047;+;++
2807910173;28047;+;++
2807910174;28047;+;++
2807910175;28047;+;++
2807910176;28047;+;++
2807910178;28047;+;++
2807910179;28047;+;++
2807910180;28047;+;++
2807910181;28047;+;++
2807910182;28047;+;++
2807910183;28047;+;++
2807910184;28047;+;++
2807910185;28047;+;++
2807910187;28047;+;++
2807910188;28047;+;++
2807910189;28047;+;++
2807910190;28047;+;++
2807910191;28047;+;++
2807910192;28047;+;++
2807910193;28047;+;++
2807910194;28047;+;++
2807910196;28047;+;++
2807910197;28047;+;++
2807910198;28047;+;++
2807910199;28047;+;++
2807910201;28047;+;++
2807910202;28047;+;++
2807910203;28047;+;++
2807910204;28047;+;++
2807910205;28047;+;++
2807910206;28047;+;++
2807910207;28047;+;++
2807910209;28047;+;++
2807910210;28047;+;++
2807910211;28047;+;++
2807910212;28047;+;++
2807910213;28047;+;++
2807910214;28047;+;++
2807910215;28047;+;++
2807910216;28047;+;++
2807910217;28047;+;++
2807910218;28047;+;++
2807910219;28047;+;++
2807910220;28047;+;++
2807911001;28019;+;++
2807911002;28019;+;++
2807911003;28019;+;++
2807911004;28019;+;++
2807911005;28019;+;++
2807911006;28019;+;++
2807911007;28019;+;++
2807911010;28019;+;++
2807911011;28019;+;++
2807911012;28019;+;++
2807911013;28019;+;++
2807911015;28019;+;++
2807911016;28019;+;++
2807911017;28019;+;++
2807911018;28019;+;++
2807911019;28019;+;++
2807911021;28019;+;++
2807911022;28019;+;++
2807911023;28019;+;++
2807911024;28019;+;++
2807911025;28019;+;++
2807911026;28019;+;++
2807911028;28019;+;++
2807911029;28019;+;++
2807911030;28019;+;++
2807911031;28019;+;++
2807911032;28019;+;++
2807911033;28019;+;++
2807911034;28019;+;++
2807911035;28019;+;++
2807911036;28019;+;++
2807911037;28019;+;++
2807911038;28019;+;++
2807911039;28019;+;++
2807911040;28019;+;++
2807911041;28019;+;++
2807911042;28019;+;++
2807911043;28019;+;++
2807911044;28019;+;++
2807911045;28019;+;++
2807911046;28019;+;++
2807911047;28019;+;++
2807911048;28019;+;++
2807911049;28019;+;++
2807911050;28019;+;++
2807911051;28019;+;++
2807911054;28019;+;++
2807911055;28019;+;++
2807911056;28019;+;++
2807911057;28019;+;++
2807911058;28019;+;++
2807911059;28019;+;++
2807911060;28019;+;++
2807911061;28019;+;++
2807911062;28019;+;++
2807911063;28019;+;++
2807911065;28019;+;++
2807911066;28019;+;++
2807911067;28019;+;++
2807911068;28019;+;++
2807911069;28019;+;++
2807911070;28019;+;++
2807911071;28019;+;++
2807911072;28019;+;++
2807911073;28019;+;++
2807911074;28019;+;++
2807911075;28019;+;++
2807911078;28019;+;++
2807911079;28019;+;++
2807911080;28019;+;++
2807911081;28019;+;++
2807911082;28019;+;++
2807911083;28019;+;++
2807911084;28019;+;++
2807911085;28019;+;++
2807911086;28019;+;++
2807911087;28019;+;++
2807911088;28019;+;++
2807911089;28019;+;++
2807911091;28019;+;++
2807911092;28019;+;++
2807911093;28019;+;++
2807911094;28019;+;++
2807911095;28019;+;++
2807911096;28019;+;++
2807911097;28019;+;++
2807911098;28019;+;++
2807911099;28019;+;++
2807911100;28019;+;++
2807911101;28019;+;++
2807911102;28019;+;++
2807911103;28019;+;++
2807911104;28019;+;++
2807911105;28019;+;++
2807911106;28019;+;++
2807911107;28019;+;++
2807911108;28019;+;++
2807911109;28019;+;++
2807911110;28019;+;++
2807911111;28019;+;++
2807911112;28019;+;++
2807911113;28019;+;++
2807911114;28019;+;++
2807911115;28019;+;++
2807911116;28019;+;++
2807911117;28019;+;++
2807911118;28019;+;++
2807911119;28019;+;++
2807911120;28019;+;++
2807911121;28019;+;++
2807911122;28019;+;++
2807911123;28019;+;++
2807911124;28019;+;++
2807911125;28019;+;++
2807911126;28019;+;++
2807911128;28019;+;++
2807911129;28019;+;++
2807911130;28019;+;++
2807911131;28019;+;++
2807911132;28019;+;++
2807911133;28019;+;++
2807911134;28019;+;++
2807911135;28019;+;++
2807911136;28019;+;++
2807911137;28019;+;++
2807911138;28019;+;++
2807911139;28019;+;++
2807911140;28019;+;++
2807911141;28019;+;++
2807911142;28019;+;++
2807911143;28019;+;++
2807911145;28019;+;++
2807911146;28019;+;++
2807911147;28019;+;++
2807911148;28019;+;++
2807911149;28019;+;++
2807911150;28019;+;++
2807911151;28019;+;++
2807911152;28019;+;++
2807911153;28019;+;++
2807911154;28019;+;++
2807911155;28019;+;++
2807911156;28019;+;++
2807911157;28019;+;++
2807911158;28019;+;++
2807911159;28019;+;++
2807911160;28019;+;++
2807911161;28019;+;++
2807911162;28019;+;++
2807911163;28019;+;++
2807911165;28019;+;++
2807911167;28019;+;++
2807911168;28019;+;++
2807911169;28019;+;++
2807911170;28019;+;++
2807911171;28019;+;++
2807911173;28019;+;++
2807911174;28019;+;++
2807911175;28019;+;++
2807911176;28019;+;++
2807911177;28019;+;++
2807911178;28019;+;++
2807911179;28019;+;++
2807911180;28019;+;++
2807911181;28019;+;++
2807911182;28019;+;++
2807911183;28019;+;++
2807911184;28019;+;++
2807911185;28019;+;++
2807911186;28019;+;++
2807911187;28019;+;++
2807911188;28019;+;++
2807911189;28019;+;++
2807911190;28019;+;++
2807911191;28019;+;++
2807911192;28019;+;++
2807911193;28019;+;++
2807911194;28019;+;++
2807912001;28041;+;--
2807912002;28041;+;--
2807912003;28041;+;--
2807912005;28041;+;--
2807912006;28041;+;--
2807912007;28041;+;--
2807912008;28041;+;--
2807912009;28041;+;--
2807912010;28041;+;--
2807912011;28041;+;--
2807912012;28041;+;--
2807912013;28041;+;--
2807912014;28041;+;--
2807912015;28041;+;--
2807912016;28041;+;--
2807912018;28041;+;--
2807912019;28041;+;--
2807912020;28041;+;--
2807912021;28041;+;--
2807912022;28041;+;--
2807912023;28041;+;--
2807912024;28041;+;--
2807912027;28041;+;--
2807912028;28041;+;--
2807912029;28041;+;--
2807912030;28041;+;--
2807912031;28041;+;--
2807912032;28041;+;--
2807912033;28041;+;--
2807912034;28041;+;--
2807912036;28041;+;--
2807912037;28041;+;--
2807912039;28041;+;--
2807912041;28041;+;--
2807912042;28041;+;--
2807912043;28041;+;--
2807912044;28041;+;--
2807912045;28041;+;--
2807912046;28041;+;--
2807912047;28041;+;--
2807912048;28041;+;--
2807912049;28041;+;--
2807912050;28041;+;--
2807912051;28041;+;--
2807912052;28041;+;--
2807912053;28041;+;--
2807912054;28041;+;--
2807912055;28041;+;--
2807912056;28041;+;--
2807912057;28041;+;--
2807912059;28041;+;--
2807912061;28041;+;--
2807912062;28041;+;--
2807912064;28041;+;--
2807912065;28041;+;--
2807912066;28041;+;--
2807912067;28041;+;--
2807912069;28041;+;--
2807912070;28041;+;--
2807912071;28041;+;--
2807912073;28041;+;--
2807912074;28041;+;--
2807912075;28041;+;--
2807912077;28041;+;--
2807912078;28041;+;--
2807912079;28041;+;--
2807912080;28041;+;--
2807912081;28041;+;--
2807912082;28041;+;--
2807912083;28041;+;--
2807912084;28041;+;--
2807912086;28041;+;--
2807912087;28041;+;--
2807912088;28041;+;--
2807912089;28041;+;--
2807912090;28041;+;--
2807912091;28041;+;--
2807912092;28041;+;--
2807912093;28041;+;--
2807912094;28041;+;--
2807912096;28041;+;--
2807912097;28041;+;--
2807912098;28041;+;--
2807912099;28041;+;--
2807912100;28041;+;--
2807912101;28041;+;--
2807912102;28041;+;--
2807912103;28041;+;--
2807912104;28041;+;--
2807912105;28041;+;--
2807912106;28041;+;--
2807912107;28041;+;--
2807912108;28041;+;--
2807912109;28041;+;--
2807913002;28053;=;+
2807913003;28053;=;+
2807913004;28053;=;+
2807913005;28053;=;+
2807913006;28053;=;+
2807913007;28053;=;+
2807913008;28053;=;+
2807913010;28053;=;+
2807913011;28053;=;+
2807913012;28053;=;+
2807913013;28053;=;+
2807913014;28053;=;+
2807913016;28053;=;+
2807913017;28053;=;+
2807913018;28053;=;+
2807913019;28053;=;+
2807913021;28053;=;+
2807913022;28053;=;+
2807913023;28053;=;+
2807913024;28053;=;+
2807913026;28053;=;+
2807913027;28053;=;+
2807913028;28053;=;+
2807913029;28053;=;+
2807913030;28053;=;+
2807913031;28053;=;+
2807913032;28053;=;+
2807913033;28053;=;+
2807913034;28053;=;+
2807913035;28053;=;+
2807913036;28053;=;+
2807913037;28053;=;+
2807913038;28053;=;+
2807913039;28053;=;+
2807913040;28053;=;+
2807913041;28053;=;+
2807913042;28053;=;+
2807913043;28053;=;+
2807913044;28053;=;+
2807913045;28053;=;+
2807913046;28053;=;+
2807913047;28053;=;+
2807913048;28053;=;+
2807913049;28053;=;+
2807913050;28053;=;+
2807913052;28053;=;+
2807913053;28053;=;+
2807913054;28053;=;+
2807913055;28053;=;+
2807913056;28053;=;+
2807913057;28053;=;+
2807913058;28053;=;+
2807913059;28053;=;+
2807913060;28053;=;+
2807913061;28053;=;+
2807913062;28053;=;+
2807913063;28053;=;+
2807913064;28053;=;+
2807913065;28053;=;+
2807913066;28053;=;+
2807913069;28053;=;+
2807913074;28053;=;+
2807913077;28053;=;+
2807913078;28053;=;+
2807913079;28053;=;+
2807913080;28053;=;+
2807913083;28053;=;+
2807913084;28053;=;+
2807913086;28053;=;+
2807913087;28053;=;+
2807913088;28053;=;+
2807913089;28053;=;+
2807913090;28053;=;+
2807913091;28053;=;+
2807913092;28053;=;+
2807913094;28053;=;+
2807913103;28053;=;+
2807913104;28053;=;+
2807913108;28053;=;+
2807913109;28053;=;+
2807913110;28053;=;+
2807913111;28053;=;+
2807913112;28053;=;+
2807913114;28053;=;+
2807913115;28053;=;+
2807913116;28053;=;+
2807913117;28053;=;+
2807913118;28053;=;+
2807913119;28053;=;+
2807913120;28053;=;+
2807913121;28053;=;+
2807913122;28053;=;+
2807913123;28053;=;+
2807913124;28053;=;+
2807913125;28053;=;+
2807913126;28053;=;+
2807913127;28053;=;+
2807913128;28053;=;+
2807913129;28053;=;+
2807913131;28053;=;+
2807913132;28053;=;+
2807913133;28053;=;+
2807913134;28053;=;+
2807913135;28053;=;+
2807913136;28053;=;+
2807913137;28053;=;+
2807913138;28053;=;+
2807913139;28053;=;+
2807913140;28053;=;+
2807913142;28053;=;+
2807913143;28053;=;+
2807913144;28053;=;+
2807913145;28053;=;+
2807913146;28053;=;+
2807913147;28053;=;+
2807913148;28053;=;+
2807913150;28053;=;+
2807913153;28053;=;+
2807913154;28053;=;+
2807913155;28053;=;+
2807913156;28053;=;+
2807913157;28053;=;+
2807913158;28053;=;+
2807913160;28053;=;+
2807913161;28053;=;+
2807913162;28053;=;+
2807913163;28053;=;+
2807913164;28053;=;+
2807913166;28053;=;+
2807913168;28053;=;+
2807913169;28053;=;+
2807913170;28053;=;+
2807913171;28053;=;+
2807913172;28053;=;+
2807913173;28053;=;+
2807913174;28053;=;+
2807913175;28053;=;+
2807913176;28053;=;+
2807913177;28053;=;+
2807913178;28053;=;+
2807913179;28053;=;+
2807913180;28053;=;+
2807913181;28053;=;+
2807913182;28053;=;+
2807913183;28053;=;+
2807913184;28053;=;+
2807913185;28053;=;+
2807913186;28053;=;+
2807913187;28053;=;+
2807913189;28053;=;+
2807913190;28053;=;+
2807913191;28053;=;+
2807913192;28053;=;+
2807913193;28053;=;+
2807913194;28053;=;+
2807913195;28053;=;+
2807913196;28053;=;+
2807913197;28053;=;+
2807913198;28053;=;+
2807913199;28053;=;+
2807913200;28053;=;+
2807913201;28053;=;+
2807913202;28053;=;+
2807913203;28053;=;+
2807913204;28053;=;+
2807913205;28053;=;+
2807913206;28053;=;+
2807913207;28053;=;+
2807913208;28053;=;+
2807913209;28053;=;+
2807913210;28053;=;+
2807913211;28053;=;+
2807913212;28053;=;+
2807913213;28053;=;+
2807913214;28053;=;+
2807913215;28053;=;+
2807913216;28053;=;+
2807914001;28030;+;++
2807914002;28030;+;++
2807914003;28030;+;++
2807914004;28030;+;++
2807914005;28030;+;++
2807914006;28030;+;++
2807914010;28030;+;++
2807914012;28030;+;++
2807914013;28030;+;++
2807914014;28030;+;++
2807914015;28030;+;++
2807914016;28030;+;++
2807914017;28030;+;++
2807914018;28030;+;++
2807914019;28030;+;++
2807914020;28030;+;++
2807914021;28030;+;++
2807914022;28030;+;++
2807914023;28030;+;++
2807914024;28030;+;++
2807914025;28030;+;++
2807914026;28030;+;++
2807914027;28030;+;++
2807914028;28030;+;++
2807914029;28030;+;++
2807914030;28030;+;++
2807914031;28030;+;++
2807914032;28030;+;++
2807914033;28030;+;++
2807914034;28030;+;++
2807914035;28030;+;++
2807914036;28030;+;++
2807914037;28030;+;++
2807914038;28030;+;++
2807914039;28030;+;++
2807914040;28030;+;++
2807914041;28030;+;++
2807914042;28030;+;++
2807914043;28030;+;++
2807914044;28030;+;++
2807914045;28030;+;++
2807914046;28030;+;++
2807914047;28030;+;++
2807914048;28030;+;++
2807914049;28030;+;++
2807914050;28030;+;++
2807914051;28030;+;++
2807914052;28030;+;++
2807914053;28030;+;++
2807914054;28030;+;++
2807914055;28030;+;++
2807914056;28030;+;++
2807914057;28030;+;++
2807914058;28030;+;++
2807914059;28030;+;++
2807914060;28030;+;++
2807914061;28030;+;++
2807914062;28030;+;++
2807914063;28030;+;++
2807914064;28030;+;++
2807914065;28030;+;++
2807914066;28030;+;++
2807914067;28030;+;++
2807914068;28030;+;++
2807914069;28030;+;++
2807914070;28030;+;++
2807914071;28030;+;++
2807914072;28030;+;++
2807914073;28030;+;++
2807914074;28030;+;++
2807914075;28030;+;++
2807914076;28030;+;++
2807914077;28030;+;++
2807914078;28030;+;++
2807914079;28030;+;++
2807914080;28030;+;++
2807914081;28030;+;++
2807914082;28030;+;++
2807914083;28030;+;++
2807914084;28030;+;++
2807914085;28030;+;++
2807914086;28030;+;++
2807914087;28030;+;++
2807914088;28030;+;++
2807914089;28030;+;++
2807914090;28030;+;++
2807914091;28030;+;++
2807914092;28030;+;++
2807914093;28030;+;++
2807915001;28017;++;++
2807915002;28017;++;++
